"SPECIES_NR","TURBOVEG_NAME","KAPLAN_PLUS_NAME","KAPLAN_PLUS_NAME_SIMPLE","AUTHORSHIP","CZECHVEG_ESY_NAME","CZECHVEG_ESY_NAME_SUBSP","PLANT_GROUP"
10909,"Taraxacum jugiferum","Taraxacum jugiferum","Taraxacum jugiferum","H.Øllg.","Taraxacum jugiferum","Taraxacum jugiferum","vascular"
10910,"Taraxacum perfissum","Taraxacum perfissum","Taraxacum perfissum","Soest","Taraxacum perfissum","Taraxacum perfissum","vascular"
10911,"Taraxacum petiolulatum","Taraxacum petiolulatum","Taraxacum petiolulatum","Soest","Taraxacum petiolulatum","Taraxacum petiolulatum","vascular"
10912,"Taraxacum piceatiforme","Taraxacum piceatiforme","Taraxacum piceatiforme","Soest","Taraxacum piceatiforme","Taraxacum piceatiforme","vascular"
10913,"Taraxacum piceatum","Taraxacum piceatum","Taraxacum piceatum","Dahlst.","Taraxacum piceatum","Taraxacum piceatum","vascular"
10914,"Taraxacum pieninicum","Taraxacum pieninicum","Taraxacum pieninicum","Pawl.","Taraxacum pieninicum","Taraxacum pieninicum","vascular"
10915,"Taraxacum plumbeum","Taraxacum plumbeum","Taraxacum plumbeum","Dahlst.","Taraxacum plumbeum","Taraxacum plumbeum","vascular"
10916,"Taraxacum pohlii","Taraxacum pohlii","Taraxacum pohlii","Soest","Taraxacum pohlii","Taraxacum pohlii","vascular"
10917,"Taraxacum polonicum","Taraxacum polonicum","Taraxacum polonicum","Matecka & Soest","Taraxacum polonicum","Taraxacum polonicum","vascular"
10918,"Taraxacum polycercum","Taraxacum polycercum","Taraxacum polycercum","Sahlin","Taraxacum polycercum","Taraxacum polycercum","vascular"
10919,"Taraxacum polyodon","Taraxacum polyodon","Taraxacum polyodon","Dahlst.","Taraxacum polyodon","Taraxacum polyodon","vascular"
10920,"Taraxacum porrigens","Taraxacum porrigens","Taraxacum porrigens","Markl. ex Puol.","Taraxacum porrigens","Taraxacum porrigens","vascular"
10921,"Taraxacum praecociforme","Taraxacum praecociforme","Taraxacum praecociforme","H.Øllg.","Taraxacum praecociforme","Taraxacum praecociforme","vascular"
10922,"Taraxacum praeradians","Taraxacum praeradians","Taraxacum praeradians","Dahlst.","Taraxacum praeradians","Taraxacum praeradians","vascular"
10923,"Taraxacum praeticum","Taraxacum praeticum","Taraxacum praeticum","Soest","Taraxacum praeticum","Taraxacum praeticum","vascular"
10924,"Taraxacum praterense","Taraxacum praterense","Taraxacum praterense","Sahlin","Taraxacum praterense","Taraxacum praterense","vascular"
10925,"Taraxacum procerum","Taraxacum procerum","Taraxacum procerum","G.E.Haglund","Taraxacum procerum","Taraxacum procerum","vascular"
10926,"Taraxacum pronilobum","Taraxacum pronilobum","Taraxacum pronilobum","H.Øllg.","Taraxacum pronilobum","Taraxacum pronilobum","vascular"
10927,"Taraxacum proximum s.lat.","Taraxacum proximum s.lat.","Taraxacum proximum s.lat.","(Dahlst.) Dahlst.","Taraxacum proximum s.lat.","Taraxacum proximum s.lat.","vascular"
10928,"Taraxacum pseudelongatum","Taraxacum pseudelongatum","Taraxacum pseudelongatum","Soest","Taraxacum pseudelongatum","Taraxacum pseudelongatum","vascular"
10929,"Taraxacum pseudobalticum","Taraxacum pseudobalticum","Taraxacum pseudobalticum","Soest","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
10930,"Taraxacum pseudofontaniforme","Taraxacum pseudofontaniforme","Taraxacum pseudofontaniforme",NA,"Taraxacum pseudofontaniforme","Taraxacum pseudofontaniforme","vascular"
10931,"Taraxacum pseudofontanum","Taraxacum pseudofontanum","Taraxacum pseudofontanum","Soest","Taraxacum pseudofontanum","Taraxacum pseudofontanum","vascular"
10932,"Taraxacum pseudohamatum","Taraxacum pseudohamatum","Taraxacum pseudohamatum","Dahlst.","Taraxacum pseudohamatum","Taraxacum pseudohamatum","vascular"
10933,"Taraxacum pseudolacistophyllum","Taraxacum lacistophylloides","Taraxacum lacistophylloides","Dahlst.","Taraxacum sect. Erythrosperma","Taraxacum sect. Erythrosperma","vascular"
10934,"Taraxacum pseudomarginatum","Taraxacum pseudomarginatum","Taraxacum pseudomarginatum",NA,"Taraxacum pseudomarginatum","Taraxacum pseudomarginatum","vascular"
10935,"Taraxacum pseudoretroflexum","Taraxacum pseudoretroflexum","Taraxacum pseudoretroflexum","M.P.Christ.","Taraxacum pseudoretroflexum","Taraxacum pseudoretroflexum","vascular"
10936,"Taraxacum pulchrifolium","Taraxacum pulchrifolium","Taraxacum pulchrifolium","Markl. ex H.Lindb.","Taraxacum pulchrifolium","Taraxacum pulchrifolium","vascular"
10937,"Taraxacum punctatum","Taraxacum punctatum","Taraxacum punctatum","A.J.Richards","Taraxacum punctatum","Taraxacum punctatum","vascular"
10938,"Taraxacum purpureomarginatum","Taraxacum purpureomarginatum","Taraxacum purpureomarginatum","Soest","Taraxacum purpureomarginatum","Taraxacum purpureomarginatum","vascular"
10939,"Taraxacum quadrangulum","Taraxacum quadrangulum","Taraxacum quadrangulum","Rail.","Taraxacum quadrangulum","Taraxacum quadrangulum","vascular"
10940,"Taraxacum quadrans","Taraxacum quadrans","Taraxacum quadrans","H.Øllg.","Taraxacum quadrans","Taraxacum quadrans","vascular"
10941,"Taraxacum quaesitum","Taraxacum quaesitum","Taraxacum quaesitum","Kirschner & Stepánek","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
10942,"Taraxacum rarum","Taraxacum rarum","Taraxacum rarum",NA,"Taraxacum rarum","Taraxacum rarum","vascular"
10943,"Taraxacum recurvum","Taraxacum recurvum","Taraxacum recurvum","Dahlst.","Taraxacum recurvum","Taraxacum recurvum","vascular"
10944,"Taraxacum reichenbachii","Taraxacum reichenbachii","Taraxacum reichenbachii","(Huter) Dahlst.","Taraxacum reichenbachii","Taraxacum reichenbachii","vascular"
10945,"Taraxacum reophilum","Taraxacum reophilum","Taraxacum reophilum","Soest","Taraxacum reophilum","Taraxacum reophilum","vascular"
10946,"Taraxacum rhaeticum","Taraxacum hercynicum","Taraxacum hercynicum","Kirschner & Stepánek","Taraxacum hercynicum","Taraxacum hercynicum","vascular"
10947,"Taraxacum rheinthalii","Taraxacum rheinthalii","Taraxacum rheinthalii","Markl.","Taraxacum rheinthalii","Taraxacum rheinthalii","vascular"
10948,"Taraxacum rigens","Taraxacum rigens","Taraxacum rigens","Hagend., Soest & Zevenb.","Taraxacum rigens","Taraxacum rigens","vascular"
10949,"Taraxacum rigidum","Taraxacum rigidum","Taraxacum rigidum","Soest","Taraxacum rigidum","Taraxacum rigidum","vascular"
10950,"Taraxacum robustisquameum","Taraxacum robustisquameum","Taraxacum robustisquameum","Rail.","Taraxacum robustisquameum","Taraxacum robustisquameum","vascular"
10951,"Taraxacum rubicundum","Taraxacum rubicundum","Taraxacum rubicundum","(Dahlst.) Dahlst.","Taraxacum rubicundum","Taraxacum rubicundum","vascular"
10952,"Taraxacum rufocarpum","Taraxacum rufocarpum","Taraxacum rufocarpum","Soest","Taraxacum rufocarpum","Taraxacum rufocarpum","vascular"
10953,"Taraxacum rufonerve","Taraxacum rufonerve","Taraxacum rufonerve","Soest","Taraxacum rufonerve","Taraxacum rufonerve","vascular"
10954,"Taraxacum saasense","Taraxacum saasense","Taraxacum saasense","Soest","Taraxacum saasense","Taraxacum saasense","vascular"
10955,"Taraxacum scanicum","Taraxacum scanicum","Taraxacum scanicum","Dahlst.","Taraxacum scanicum","Taraxacum scanicum","vascular"
10956,"Taraxacum schizophyllum","Taraxacum schizophyllum","Taraxacum schizophyllum","Dahlst.","Taraxacum schizophyllum","Taraxacum schizophyllum","vascular"
10957,"Taraxacum schroeterianum","Taraxacum schroeterianum","Taraxacum schroeterianum","Hand.-Mazz.","Taraxacum schroeterianum","Taraxacum schroeterianum","vascular"
10958,"Taraxacum sect. Alpestria","Taraxacum sect. Alpestria","Taraxacum sect. Alpestria","Van Soest","Taraxacum sect. Alpestria","Taraxacum sect. Alpestria","vascular"
10959,"Taraxacum sect. Alpina","Taraxacum sect. Alpina","Taraxacum sect. Alpina","Povolny & Moucha, 1956","Taraxacum sect. Alpina","Taraxacum sect. Alpina","vascular"
10960,"Taraxacum sect. Arctica","Taraxacum sect. Arctica","Taraxacum sect. Arctica","Schumacher, 1817","Taraxacum sect. Arctica","Taraxacum sect. Arctica","vascular"
10961,"Taraxacum sect. Borealia","Taraxacum sect. Borealia","Taraxacum sect. Borealia","Korshunova, Martynov, Bakken, Evertsen, Fletcher, Mudianta, Saito, Lundin, Schrödl & Picton, 2017","Taraxacum sect. Borealia","Taraxacum sect. Borealia","vascular"
10962,"Taraxacum sect. Celtica","Taraxacum sect. Celtica","Taraxacum sect. Celtica","A. J. Richards","Taraxacum sect. Celtica","Taraxacum sect. Celtica","vascular"
10963,"Taraxacum sect. Cucullata","Taraxacum sect. Cucullata","Taraxacum sect. Cucullata","F.H.Wigg.","Taraxacum sect. Cucullata","Taraxacum sect. Cucullata","vascular"
10964,"Taraxacum sect. Dioszegia","Taraxacum sect. Dioszegia","Taraxacum sect. Dioszegia","(Heuff.) Heuff.","Taraxacum sect. Dioszegia","Taraxacum sect. Dioszegia","vascular"
10965,"Taraxacum sect. Erythrocarpa","Taraxacum sect. Erythrocarpa","Taraxacum sect. Erythrocarpa","F.H.Wigg.","Taraxacum sect. Erythrocarpa","Taraxacum sect. Erythrocarpa","vascular"
10966,"Taraxacum sect. Erythrosperma","Taraxacum sect. Erythrosperma","Taraxacum sect. Erythrosperma","(H. Lindb.) Dahlst.","Taraxacum sect. Erythrosperma","Taraxacum sect. Erythrosperma","vascular"
10967,"Taraxacum sect. Fontana","Taraxacum sect. Fontana","Taraxacum sect. Fontana","F.H.Wigg.","Taraxacum sect. Fontana","Taraxacum sect. Fontana","vascular"
10968,"Taraxacum sect. Hamata","Taraxacum sect. Hamata","Taraxacum sect. Hamata","H. Øllg.","Taraxacum sect. Hamata","Taraxacum sect. Hamata","vascular"
10969,"Taraxacum sect. Pachera","Taraxacum sect. Pachera","Taraxacum sect. Pachera","F.H.Wigg.","Taraxacum sect. Pachera","Taraxacum sect. Pachera","vascular"
10970,"Taraxacum sect. Palustria","Taraxacum sect. Palustria","Taraxacum sect. Palustria","(H. Lindb.) Dahlst.","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
10971,"Taraxacum sect. Piesis","Taraxacum sect. Piesis","Taraxacum sect. Piesis","(DC.) Kirschner et Štěpánek","Taraxacum sect. Piesis","Taraxacum sect. Piesis","vascular"
10972,"Taraxacum sect. Rhodocarpa","Taraxacum sect. Rhodocarpa","Taraxacum sect. Rhodocarpa","F.H.Wigg.","Taraxacum sect. Rhodocarpa","Taraxacum sect. Rhodocarpa","vascular"
10973,"Taraxacum sect. Ruderalia","Taraxacum sect. Taraxacum","Taraxacum sect. Taraxacum","Weber","Taraxacum sect. Taraxacum","Taraxacum sect. Taraxacum","vascular"
10974,"Taraxacum sellandii","Taraxacum sellandii","Taraxacum sellandii","Dahlst.","Taraxacum sellandii","Taraxacum sellandii","vascular"
10975,"Taraxacum semiglobosum","Taraxacum semiglobosum","Taraxacum semiglobosum","H.Lindb.","Taraxacum semiglobosum","Taraxacum semiglobosum","vascular"
10976,"Taraxacum senile","Taraxacum senile","Taraxacum senile","Soest","Taraxacum senile","Taraxacum senile","vascular"
10977,"Taraxacum serotinum","Taraxacum serotinum","Taraxacum serotinum","(Waldst. & Kit.) Fisch., 1812","Taraxacum serotinum","Taraxacum serotinum","vascular"
10978,"Taraxacum sertatum","Taraxacum sertatum","Taraxacum sertatum","Kirschner, H.Øllg. & Stepánek","Taraxacum sertatum","Taraxacum sertatum","vascular"
10979,"Taraxacum silesiacum","Taraxacum parnassicum","Taraxacum parnassicum","Dahlst.","Taraxacum sect. Erythrosperma","Taraxacum sect. Erythrosperma","vascular"
10980,"Taraxacum silvicola","Taraxacum silvicola","Taraxacum silvicola","Soest","Taraxacum silvicola","Taraxacum silvicola","vascular"
10981,"Taraxacum sinuatum","Taraxacum sinuatum","Taraxacum sinuatum","Dahlst.","Taraxacum sinuatum","Taraxacum sinuatum","vascular"
10982,"Taraxacum skalinskanum","Taraxacum skalinskanum","Taraxacum skalinskanum","Malecka & Soest","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
10983,"Taraxacum skalnatense","Taraxacum skalnatense","Taraxacum skalnatense","R.Doll","Taraxacum skalnatense","Taraxacum skalnatense","vascular"
10984,"Taraxacum slovacum","Taraxacum slovacum","Taraxacum slovacum","Klá t.","Taraxacum slovacum","Taraxacum slovacum","vascular"
10985,"Taraxacum solidum","Taraxacum solidum","Taraxacum solidum","Rail.","Taraxacum solidum","Taraxacum solidum","vascular"
10986,"Taraxacum speciosiflorum","Taraxacum speciosiflorum","Taraxacum speciosiflorum","M.P.Christ.","Taraxacum speciosiflorum","Taraxacum speciosiflorum","vascular"
10987,"Taraxacum sphenolobum","Taraxacum sphenolobum","Taraxacum sphenolobum","G.E.Haglund","Taraxacum sphenolobum","Taraxacum sphenolobum","vascular"
10988,"Taraxacum stenocephalum","Taraxacum stenocephalum","Taraxacum stenocephalum","Boiss. & Kotschy","Taraxacum stenocephalum","Taraxacum stenocephalum","vascular"
10989,"Taraxacum subalpinum","Taraxacum subalpinum","Taraxacum subalpinum","Hudziok","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
10990,"Taraxacum subarmatum","Taraxacum subarmatum","Taraxacum subarmatum","Hagend., Soest & Zevenb.","Taraxacum subarmatum","Taraxacum subarmatum","vascular"
10991,"Taraxacum subcanescens","Taraxacum subcanescens","Taraxacum subcanescens","Markl. ex Puol.","Taraxacum subcanescens","Taraxacum subcanescens","vascular"
10992,"Taraxacum subdissimile","Taraxacum subdissimile","Taraxacum subdissimile","Dahlst.","Taraxacum subdissimile","Taraxacum subdissimile","vascular"
10993,"Taraxacum subdolum","Taraxacum spurium","Taraxacum spurium","(Beck) Murr","Taraxacum spurium","Taraxacum spurium","vascular"
10994,"Taraxacum subhuelphersianum","Taraxacum subhuelphersianum","Taraxacum subhuelphersianum","M.P.Christ.","Taraxacum subhuelphersianum","Taraxacum subhuelphersianum","vascular"
10995,"Taraxacum subjurassicum","Taraxacum subjurassicum","Taraxacum subjurassicum","Soest","Taraxacum subjurassicum","Taraxacum subjurassicum","vascular"
10996,"Taraxacum sublaeticolor","Taraxacum sublaeticolor","Taraxacum sublaeticolor","Dahlst. ex Dahlst.","Taraxacum sublaeticolor","Taraxacum sublaeticolor","vascular"
10997,"Taraxacum subleucopodum","Taraxacum subleucopodum","Taraxacum subleucopodum","M.P.Christ.","Taraxacum subleucopodum","Taraxacum subleucopodum","vascular"
10998,"Taraxacum subssimile","Taraxacum subssimile","Taraxacum subssimile",NA,"Taraxacum subssimile","Taraxacum subssimile","vascular"
10999,"Taraxacum subxanthostigma","Taraxacum subxanthostigma","Taraxacum subxanthostigma","M.P.Christ. ex H.Øllg.","Taraxacum subxanthostigma","Taraxacum subxanthostigma","vascular"
11000,"Taraxacum sundbergii","Taraxacum sundbergii","Taraxacum sundbergii","Dahlst.","Taraxacum sundbergii","Taraxacum sundbergii","vascular"
11001,"Taraxacum superbum","Taraxacum superbum","Taraxacum superbum","Markl.","Taraxacum superbum","Taraxacum superbum","vascular"
11002,"Taraxacum tammarkense","Taraxacum tammarkense","Taraxacum tammarkense","Soest","Taraxacum tammarkense","Taraxacum tammarkense","vascular"
11003,"Taraxacum tanyolobum","Taraxacum tanyolobum","Taraxacum tanyolobum","Dahlst.","Taraxacum tanyolobum","Taraxacum tanyolobum","vascular"
11004,"Taraxacum tatrense","Taraxacum tatrense","Taraxacum tatrense","R.Doll","Taraxacum tatrense","Taraxacum tatrense","vascular"
11005,"Taraxacum telmatophilum","Taraxacum telmatophilum","Taraxacum telmatophilum","Kirschner & Stepánek","Taraxacum telmatophilum","Taraxacum telmatophilum","vascular"
11006,"Taraxacum tenebricans","Taraxacum tenebricans","Taraxacum tenebricans","(Dahlst.) Dahlst.","Taraxacum tenebricans","Taraxacum tenebricans","vascular"
11007,"Taraxacum tiroliense","Taraxacum tiroliense","Taraxacum tiroliense","Dahlst.","Taraxacum tiroliense","Taraxacum tiroliense","vascular"
11008,"Taraxacum porrigentilobatum","Taraxacum porrigentilobatum","Taraxacum porrigentilobatum","Rail.","Taraxacum porrigentilobatum","Taraxacum porrigentilobatum","vascular"
11009,"Taraxacum trilobatum","Taraxacum trilobatum","Taraxacum trilobatum","Palmgr.","Taraxacum trilobatum","Taraxacum trilobatum","vascular"
11010,"Taraxacum turfosum","Taraxacum turfosum","Taraxacum turfosum","(Sch.Bip.) Soest","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
11011,"Taraxacum uliginosum","Taraxacum uliginosum","Taraxacum uliginosum","Kirschner & Stepánek","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
11012,"Taraxacum undulatiflorum","Taraxacum undulatiflorum","Taraxacum undulatiflorum","M.P.Christ. ex M.P.Christ.","Taraxacum undulatiflorum","Taraxacum undulatiflorum","vascular"
11013,"Taraxacum undulatiforme","Taraxacum undulatiforme","Taraxacum undulatiforme","Dahlst.","Taraxacum undulatiforme","Taraxacum undulatiforme","vascular"
11014,"Taraxacum undulatum","Taraxacum undulatum","Taraxacum undulatum","H.H.Lindb. & Markl.","Taraxacum undulatum","Taraxacum undulatum","vascular"
11015,"Taraxacum unicoloratum","Taraxacum unicoloratum","Taraxacum unicoloratum","A.J.Richards","Taraxacum unicoloratum","Taraxacum unicoloratum","vascular"
11016,"Taraxacum valens","Taraxacum valens","Taraxacum valens","Markl.","Taraxacum valens","Taraxacum valens","vascular"
11017,"Taraxacum valesiacum","Taraxacum valesiacum","Taraxacum valesiacum","Soest","Taraxacum valesiacum","Taraxacum valesiacum","vascular"
11018,"Taraxacum vastisectum","Taraxacum vastisectum","Taraxacum vastisectum","Markl. ex Puol.","Taraxacum vastisectum","Taraxacum vastisectum","vascular"
11019,"Taraxacum venustum","Taraxacum venustum","Taraxacum venustum","Dahlst.","Taraxacum venustum","Taraxacum venustum","vascular"
11020,"Taraxacum vereinense","Taraxacum vereinense","Taraxacum vereinense","Soest","Taraxacum vereinense","Taraxacum vereinense","vascular"
11021,"Taraxacum vernelense","Taraxacum vernelense","Taraxacum vernelense","Soest","Taraxacum vernelense","Taraxacum vernelense","vascular"
11022,"Taraxacum vetteri","Taraxacum vetteri","Taraxacum vetteri","Soest","Taraxacum vetteri","Taraxacum vetteri","vascular"
11023,"Taraxacum vidlense","Taraxacum vidlense","Taraxacum vidlense","R.Doll","Taraxacum vidlense","Taraxacum vidlense","vascular"
11024,"Taraxacum vindobonense","Taraxacum vindobonense","Taraxacum vindobonense","Soest","Taraxacum sect. Palustria","Taraxacum sect. Palustria","vascular"
11025,"Taraxacum viridescens","Taraxacum viridescens","Taraxacum viridescens","G.E.Haglund ex Soest","Taraxacum viridescens","Taraxacum viridescens","vascular"
11026,"Taraxacum xanthostigma","Taraxacum xanthostigma","Taraxacum xanthostigma","H.H.Lindb.","Taraxacum xanthostigma","Taraxacum xanthostigma","vascular"
11027,"Taraxacum lividum","Taraxacum lividum","Taraxacum lividum","(Waldst. & Kit.) Peterm.","Taraxacum lividum","Taraxacum lividum","vascular"
11028,"Taraxacum species","Taraxacum","Taraxacum","F. H. Wigg.","Taraxacum sect. Taraxacum","Taraxacum sect. Taraxacum","vascular"
11029,"Targionia hypophylla","Targionia hypophylla","Targionia hypophylla","L.","Targionia hypophylla","Targionia hypophylla","bryophyte"
11030,"Targionia lorbeeriana","Targionia lorbeeriana","Targionia lorbeeriana","Müll.Frib.","Targionia lorbeeriana","Targionia lorbeeriana","bryophyte"
11031,"Targionia species","Targionia","Targionia","L.","Targionia species","Targionia","bryophyte"
11032,"Taxiphyllum densifolium","Taxiphyllum densifolium","Taxiphyllum densifolium","(Lindb. ex Broth.) Reimers","Taxiphyllum densifolium","Taxiphyllum densifolium","bryophyte"
11033,"Taxiphyllum wisgrillii","Taxiphyllum wissgrillii","Taxiphyllum wissgrillii","(Garov.) Wijk & Margad.","Taxiphyllum wisgrillii","Taxiphyllum wisgrillii","bryophyte"
11034,"Taxiphyllum species","Taxiphyllum","Taxiphyllum","M.Fleisch.","Taxiphyllum species","Taxiphyllum","bryophyte"
11035,"Taxus baccata","Taxus baccata","Taxus baccata","L.","Taxus baccata","Taxus baccata","vascular"
11036,"Taxus species","Taxus","Taxus","L.","Taxus species","Taxus","vascular"
11037,"Tayloria acuminata","Tayloria acuminata","Tayloria acuminata","Hornsch.","Tayloria acuminata","Tayloria acuminata","bryophyte"
11038,"Tayloria froelichiana","Tayloria froelichiana","Tayloria froelichiana","(Hedw.) Mitt. ex Broth.","Tayloria froelichiana","Tayloria froelichiana","bryophyte"
11039,"Tayloria hornschuchii","Tayloria hornschuchii","Tayloria hornschuchii","(Grev. & Arn.) Broth.","Tayloria hornschuchii","Tayloria hornschuchii","bryophyte"
11040,"Tayloria lingulata","Tayloria lingulata","Tayloria lingulata","(Dicks.) Lindb.","Tayloria lingulata","Tayloria lingulata","bryophyte"
11041,"Tayloria rudolphiana","Tayloria rudolphiana","Tayloria rudolphiana","(Garov.) Bruch & Schimp.","Tayloria rudolphiana","Tayloria rudolphiana","bryophyte"
11042,"Tayloria serrata","Tayloria serrata","Tayloria serrata","(Hedw.) Bruch & Schimp.","Tayloria serrata","Tayloria serrata","bryophyte"
11043,"Tayloria splachnoides","Tayloria splachnoides","Tayloria splachnoides","(Schleich. ex Schwägr.) Hook.","Tayloria splachnoides","Tayloria splachnoides","bryophyte"
11044,"Tayloria tenuis","Tayloria tenuis","Tayloria tenuis","(Dicks.) Schimp.","Tayloria tenuis","Tayloria tenuis","bryophyte"
11045,"Tayloria species","Tayloria","Tayloria","Hook.","Tayloria species","Tayloria","bryophyte"
11046,"Teesdalia nudicaulis","Teesdalia nudicaulis","Teesdalia nudicaulis","(L.) W.T.Aiton","Teesdalia nudicaulis","Teesdalia nudicaulis","vascular"
11047,"Teesdalia species","Teesdalia","Teesdalia","W. T. Aiton","Teesdalia species","Teesdalia","vascular"
11048,"Telaranea murphyae","Telaranea murphyae","Telaranea murphyae","(Hook.f. & Taylor) E.D.Cooper","Telaranea murphyae","Telaranea murphyae","bryophyte"
11049,"Telaranea nematodes","Telaranea nematodes","Telaranea nematodes","(Gottsche ex Austin) M.Howe","Telaranea nematodes","Telaranea nematodes","bryophyte"
11050,"Telaranea species","Telaranea","Telaranea","Spruce ex Schiffn.","Telaranea species","Telaranea","bryophyte"
11051,"Telekia speciosa","Telekia speciosa","Telekia speciosa","(Schreb.) Baumg.","Telekia speciosa","Telekia speciosa","vascular"
11052,"Telekia species","Telekia","Telekia","Baumg.","Telekia species","Telekia","vascular"
11053,"Teloschistes contortuplicatus","Teloschistes contortuplicatus","Teloschistes contortuplicatus","(Ach.) S.Y.Kondr. & Ravera","Teloschistes contortuplicatus","Teloschistes contortuplicatus","lichen"
11054,"Teloschistes species","Teloschistes","Teloschistes","Norman","Teloschistes species","Teloschistes","lichen"
11055,"Tephromela aglaea","Tephromela aglaea","Tephromela aglaea","(Sommerf.) Hafellner","Tephromela aglaea","Tephromela aglaea","lichen"
11056,"Tephromela armeniaca","Tephromela armeniaca","Tephromela armeniaca","(DC.) Hafellner","Tephromela armeniaca","Tephromela armeniaca","lichen"
11057,"Tephromela atra","Tephromela atra","Tephromela atra","(Huds.) Hafellner","Tephromela atra","Tephromela atra","lichen"
11058,"Tephromela atra var. atra","Tephromela atra var. atra","Tephromela atra var. atra","(Huds.) Hafellner","Tephromela atra var. atra","Tephromela atra var. atra","lichen"
11059,"Tephromela atra var. torulosa","Tephromela atra var. torulosa","Tephromela atra var. torulosa","(Flörke ex Flot.) Hafellner","Tephromela atra var. torulosa","Tephromela atra var. torulosa","lichen"
11060,"Tephromela grumosa","Tephromela grumosa","Tephromela grumosa","(Pers.) Hafellner & Cl.Roux","Tephromela grumosa","Tephromela grumosa","lichen"
11061,"Tephromela pertusarioides","Tephromela pertusarioides","Tephromela pertusarioides","(Degel.) Hafellner & Cl.Roux","Tephromela pertusarioides","Tephromela pertusarioides","lichen"
11062,"Tephromela species","Tephromela","Tephromela","N.Choisy","Tephromela species","Tephromela","lichen"
11063,"Tephroseris aurantiaca","Tephroseris aurantiaca","Tephroseris aurantiaca","(Hoppe ex Willd.) Griseb. & Schenk","Tephroseris aurantiaca","Tephroseris aurantiaca","vascular"
11064,"Tephroseris capitata","Tephroseris capitata","Tephroseris capitata","(Wahlenb.) Griseb. & Schenk","Tephroseris capitata","Tephroseris capitata","vascular"
11065,"Tephroseris crispa","Tephroseris crispa","Tephroseris crispa","(Jacq.) Rchb.","Tephroseris crispa","Tephroseris crispa","vascular"
11066,"Tephroseris helenitis","Tephroseris helenitis","Tephroseris helenitis","(L.) B.Nord.","Tephroseris helenitis","Tephroseris helenitis","vascular"
11067,"Tephroseris helenitis ssp. helenitis","Tephroseris helenitis subsp. helenitis","Tephroseris helenitis subsp. helenitis",NA,"Tephroseris helenitis ssp. helenitis","Tephroseris helenitis subsp. helenitis","vascular"
11068,"Tephroseris helenitis ssp. salisburgensis","Tephroseris helenitis subsp. salisburgensis","Tephroseris helenitis subsp. salisburgensis","(Cufod.) B.Nord.","Tephroseris helenitis ssp. salisburgensis","Tephroseris helenitis subsp. salisburgensis","vascular"
11069,"Tephroseris integrifolia","Tephroseris integrifolia","Tephroseris integrifolia","(L.) Holub","Tephroseris integrifolia","Tephroseris integrifolia","vascular"
11070,"Tephroseris integrifolia agg.","Tephroseris integrifolia agg.","Tephroseris integrifolia agg.","(Rchb.) Rchb.","Tephroseris integrifolia agg.","Tephroseris integrifolia agg.","vascular"
11071,"Tephroseris longifolia","Tephroseris longifolia","Tephroseris longifolia","(Jacq.) Griseb. & Schenk","Tephroseris longifolia","Tephroseris longifolia","vascular"
11072,"Tephroseris longifolia agg.","Tephroseris longifolia agg.","Tephroseris longifolia agg.","(Rchb.) Rchb.","Tephroseris longifolia agg.","Tephroseris longifolia agg.","vascular"
11073,"Tephroseris palustris","Tephroseris palustris","Tephroseris palustris","(L.) Schrenk ex Rchb.","Tephroseris palustris","Tephroseris palustris","vascular"
11074,"Tephroseris pseudocrispa","Tephroseris pseudocrispa","Tephroseris pseudocrispa","(Fiori) Holub","Tephroseris pseudocrispa","Tephroseris pseudocrispa","vascular"
11075,"Tephroseris serpentini","Tephroseris serpentini","Tephroseris serpentini","(Gáyer) Holub","Tephroseris serpentini","Tephroseris serpentini","vascular"
11076,"Tephroseris tenuifolia","Tephroseris tenuifolia","Tephroseris tenuifolia","(Gaudin) Holub","Tephroseris tenuifolia","Tephroseris tenuifolia","vascular"
11077,"Tephroseris papposa ssp. papposa","Tephroseris papposa subsp. papposa","Tephroseris papposa subsp. papposa",NA,"Tephroseris papposa ssp. papposa","Tephroseris papposa subsp. papposa","vascular"
11078,"Tephroseris species","Tephroseris","Tephroseris","(Rchb.) Rchb.","Tephroseris species","Tephroseris","vascular"
11079,"Tetragonia tetragonoides","Tetragonia tetragonoides","Tetragonia tetragonoides","(Pall.) Kuntze","Tetragonia tetragonoides","Tetragonia tetragonoides","vascular"
11080,"Tetragonia species","Tetragonia","Tetragonia","L.","Tetragonia species","Tetragonia","vascular"
11081,"Tetralophozia filiformis","Tetralophozia filiformis","Tetralophozia filiformis","(Steph.) Urmi","Tetralophozia filiformis","Tetralophozia filiformis","bryophyte"
11082,"Tetralophozia setiformis","Tetralophozia setiformis","Tetralophozia setiformis","(Ehrh.) Schljakov","Tetralophozia setiformis","Tetralophozia setiformis","bryophyte"
11083,"Tetralophozia species","Tetralophozia","Tetralophozia","(R.M.Schust.) Schljakov","Tetralophozia species","Tetralophozia","bryophyte"
