NameOrig,NameKaplan,Rank,light,temperature,moisture,reaction,nutrients,salinity,light_x,temperature_x,moisture_x,reaction_x,nutrients_x
Lathyrus pisiformis,Lathyrus pisiformis,species,6,6,4,8,5,0,6,6,4,8,5
Lathyrus pratensis,Lathyrus pratensis,species,7,5,6,6,6,1,7,x,6,6,6
Lathyrus sylvestris,Lathyrus sylvestris,species,7,6,4,7,4,0,7,6,4,7,4
Lathyrus sylvestris agg.,Lathyrus sylvestris agg.,aggregate,7,6,4,7,4,0,7,6,4,7,4
Lathyrus tuberosus,Lathyrus tuberosus,species,7,6,4,8,5,1,7,6,4,8,5
Lathyrus vernus,Lathyrus vernus,species,4,6,5,7,5,0,4,6,5,7,5
Lavatera thuringiaca,Lavatera thuringiaca,species,7,6,4,7,6,1,7,6,4,x,6
Lavatera thuringiaca ssp. thuringiaca,Lavatera thuringiaca subsp. thuringiaca,subspecies,7,6,4,7,6,1,7,6,4,x,6
Lavatera trimestris,Lavatera trimestris,species,7,7,4,7,6,0,7,7,4,7,6
Leersia oryzoides,Leersia oryzoides,species,7,6,9,7,8,1,7,6,9,7,8
Lemna gibba,Lemna gibba,species,8,6,11,8,8,1,8,6,11,8,8
Lemna minor,Lemna minor,species,7,5,11,6,6,1,7,x,11,x,6
Lemna minor agg.,Lemna minor agg.,aggregate,7,5,11,6,6,1,7,x,11,x,6
Lemna minuta,Lemna minuta,species,7,6,11,6,6,1,7,6,11,6,6
Lemna trisulca,Lemna trisulca,species,7,6,12,7,6,0,7,6,12,7,6
Lemna turionifera,Lemna turionifera,species,7,6,11,7,7,1,7,6,11,7,7
Leontodon hispidus,Leontodon hispidus,species,7,5,5,6,6,0,7,x,5,6,6
Leontodon hispidus var. glabratus,Leontodon hispidus var. glabratus,variant,7,5,5,6,6,0,7,x,5,6,6
Leontodon hispidus var. hispidus,Leontodon hispidus var. hispidus,variant,7,5,5,6,6,0,7,x,5,6,6
Leontopodium alpinum,Leontopodium alpinum,species,9,2,4,8,2,0,9,2,4,8,2
Leonurus cardiaca,Leonurus cardiaca,species,7,6,5,7,8,1,7,6,5,7,8
Leonurus cardiaca ssp. cardiaca,Leonurus cardiaca subsp. cardiaca,subspecies,7,6,5,7,8,1,7,6,5,7,8
Leonurus cardiaca ssp. villosus,Leonurus cardiaca subsp. villosus,subspecies,7,6,5,7,8,1,7,6,5,7,8
Leonurus marrubiastrum,Leonurus marrubiastrum,species,7,7,6,8,7,1,7,7,6,8,7
Lepidium campestre,Lepidium campestre,species,7,6,4,8,5,0,7,6,4,8,5
Lepidium coronopus,Lepidium coronopus,species,8,7,6,7,8,2,8,7,6,7,8
Lepidium densiflorum,Lepidium densiflorum,species,8,7,4,7,6,0,8,7,4,7,6
Lepidium didymus,Lepidium didymum,species,9,7,5,7,6,0,9,7,5,7,6
Lepidium draba,Lepidium draba,species,8,7,4,7,6,0,8,7,4,7,6
Lepidium heterophyllum,Lepidium heterophyllum,species,8,7,5,6,6,1,8,7,5,6,6
Lepidium latifolium,Lepidium latifolium,species,9,6,5,7,5,3,9,6,5,7,5
Lepidium perfoliatum,Lepidium perfoliatum,species,8,6,5,8,6,3,8,6,5,8,6
Lepidium ruderale,Lepidium ruderale,species,9,6,4,7,6,1,9,6,4,x,6
Lepidium virginicum,Lepidium virginicum,species,8,7,4,6,5,0,8,7,4,6,5
Leucanthemum ircutianum,Leucanthemum ircutianum,species,7,5,5,6,5,0,7,x,5,x,5
Leucanthemum margaritae,Leucanthemum margaritae,species,7,5,5,7,5,0,7,5,5,7,5
Leucanthemum vulgare,Leucanthemum vulgare,species,7,5,5,6,5,0,7,x,5,x,5
Leucanthemum vulgare agg.,Leucanthemum vulgare agg.,aggregate,7,5,5,6,5,0,7,x,5,x,5
Leucanthemum vulgare ssp. vulgare,Leucanthemum vulgare subsp. vulgare,subspecies,7,5,5,6,5,0,7,x,5,x,5
Leucojum aestivum,Leucojum aestivum,species,6,8,8,7,7,0,x,8,8,7,7
Leucojum aestivum ssp. aestivum,Leucojum aestivum subsp. aestivum,subspecies,6,8,8,7,7,0,x,8,8,7,7
Leucojum vernum,Leucojum vernum,species,6,5,6,7,7,0,x,5,6,7,7
Leucojum vernum var. carpathicum,Leucojum vernum var. carpathicum,variant,6,5,6,7,7,0,x,5,6,7,7
Leucojum vernum var. vernum,Leucojum vernum var. vernum,variant,6,5,6,7,7,0,x,5,6,7,7
Leymus arenarius,Leymus arenarius,species,8,6,4,7,4,2,8,6,4,7,4
Libanotis pyrenaica,Libanotis pyrenaica,species,7,6,3,8,3,0,7,6,3,8,3
Ligularia sibirica,Ligularia sibirica,species,7,5,9,7,4,0,7,5,9,7,4
Ligusticum mutellina,Ligusticum mutellina,species,7,3,6,5,3,0,7,3,6,5,3
Ligustrum vulgare,Ligustrum vulgare,species,6,6,4,7,5,0,x,6,4,7,5
Lilium bulbiferum,Lilium bulbiferum,species,7,5,5,6,4,0,7,5,5,6,4
Lilium bulbiferum var. bulbiferum,Lilium bulbiferum var. bulbiferum,variant,7,5,5,6,4,0,7,5,5,6,4
Lilium bulbiferum var. croceum,Lilium bulbiferum var. croceum,variant,7,5,5,6,4,0,7,5,5,6,4
Lilium martagon,Lilium martagon,species,4,5,5,7,6,0,4,5,5,7,6
Limodorum abortivum,Limodorum abortivum,species,5,7,4,8,3,0,5,7,4,8,3
Limosella aquatica,Limosella aquatica,species,8,6,8,6,6,0,8,6,8,6,6
Linaria arvensis,Linaria arvensis,species,6,7,5,7,5,0,6,7,5,7,5
Linaria genistifolia,Linaria genistifolia,species,8,7,2,5,2,0,8,7,2,5,2
Linaria vulgaris,Linaria vulgaris,species,8,6,4,7,5,1,8,6,4,7,5
Lindernia dubia,Lindernia dubia,species,9,6,8,7,6,1,9,6,8,7,x
Lindernia procumbens,Lindernia procumbens,species,9,7,8,7,6,0,9,7,8,7,6
Linnaea borealis,Linnaea borealis,species,4,3,6,2,2,0,4,3,6,2,2
Linum austriacum,Linum austriacum,species,9,7,3,8,2,0,9,7,3,8,2
Linum austriacum ssp. austriacum,Linum austriacum subsp. austriacum,subspecies,9,7,3,8,2,0,9,7,3,8,2
Linum catharticum,Linum catharticum,species,7,5,5,7,3,1,7,5,x,7,3
Linum flavum,Linum flavum,species,8,7,3,8,3,0,8,7,3,8,3
Linum hirsutum,Linum hirsutum,species,9,8,3,8,3,0,9,8,3,8,3
Linum hirsutum ssp. hirsutum,Linum hirsutum subsp. hirsutum,subspecies,9,8,3,8,3,0,9,8,3,8,3
Linum perenne,Linum perenne,species,8,7,3,8,2,0,8,7,3,8,2
Linum perenne ssp. perenne,Linum perenne subsp. perenne,subspecies,8,7,3,8,2,0,8,7,3,8,2
Linum tenuifolium,Linum tenuifolium,species,9,8,2,8,2,0,9,8,2,8,2
Linum usitatissimum,Linum usitatissimum,species,8,5,5,6,6,0,8,5,5,6,6
Liparis loeselii,Liparis loeselii,species,8,5,9,7,3,0,8,5,9,7,3
Listera cordata,Listera cordata,species,2,4,7,3,2,0,2,4,7,3,2
Listera ovata,Listera ovata,species,5,5,6,7,6,0,5,5,6,7,6
Lithospermum officinale,Lithospermum officinale,species,6,6,4,8,5,0,6,6,4,8,5
Littorella uniflora,Littorella uniflora,species,8,5,10,5,2,0,8,5,10,5,2
Lolium multiflorum,Lolium multiflorum,species,7,6,4,7,7,1,7,6,4,7,7
Lolium perenne,Lolium perenne,species,8,5,5,7,6,1,8,5,5,7,6
Lolium remotum,Lolium remotum,species,7,6,5,5,6,0,7,6,5,5,6
Lolium temulentum,Lolium temulentum,species,7,7,4,7,6,0,7,7,4,7,x
Lonicera caprifolium,Lonicera caprifolium,species,6,7,4,8,5,0,6,7,4,8,5
Lonicera nigra,Lonicera nigra,species,3,4,6,5,4,0,3,4,6,5,4
Lonicera periclymenum,Lonicera periclymenum,species,6,5,5,4,5,0,6,5,x,4,5
Lonicera xylosteum,Lonicera xylosteum,species,4,6,5,7,6,0,4,6,5,7,6
Loranthus europaeus,Loranthus europaeus,species,9,6,3,,,,9,6,3,,
Lotus borbasii,Lotus borbasii,species,8,7,3,8,3,0,8,7,3,8,3
Lotus corniculatus,Lotus corniculatus,species,7,5,4,7,4,1,7,x,4,7,4
Lotus corniculatus agg.,Lotus corniculatus agg.,aggregate,7,5,4,7,4,1,7,x,4,7,4
Lotus maritimus,Lotus maritimus,species,8,7,6,8,4,3,8,7,x,8,4
Lotus pedunculatus,Lotus pedunculatus,species,7,5,8,4,4,0,7,5,8,4,4
Lotus tenuis,Lotus tenuis,species,7,6,7,8,6,6,7,6,7,8,6
Ludwigia palustris,Ludwigia palustris,species,8,6,9,4,7,1,8,6,9,4,7
Lunaria annua,Lunaria annua,species,5,7,5,7,7,0,5,7,5,7,7
Lunaria rediviva,Lunaria rediviva,species,4,5,6,7,8,0,4,5,6,7,8
Lupinus polyphyllus,Lupinus polyphyllus,species,7,5,5,5,6,0,7,5,5,5,x
Luronium natans,Luronium natans,species,8,6,11,5,3,0,8,6,11,5,3
Luzula campestris,Luzula campestris,species,7,5,4,3,3,0,7,5,4,3,3
Luzula campestris agg.,Luzula campestris agg.,aggregate,7,5,4,3,3,0,7,5,4,3,3
Luzula divulgata,Luzula divulgata,species,6,6,4,3,3,0,6,6,4,3,3
Luzula luzulina,Luzula luzulina,species,3,4,5,5,5,0,3,4,5,5,5
Luzula luzuloides,Luzula luzuloides,species,5,5,5,3,4,0,5,x,5,3,4
Luzula luzuloides ssp. luzuloides,Luzula luzuloides subsp. luzuloides,subspecies,4,5,5,3,4,0,4,x,5,3,4
Luzula luzuloides ssp. rubella,Luzula luzuloides subsp. rubella,subspecies,6,3,5,3,3,0,6,3,5,3,3
Luzula multiflora,Luzula multiflora,species,7,5,4,4,3,0,7,5,4,4,3
Luzula nivea,Luzula nivea,species,4,5,5,3,3,0,4,5,5,3,3
Luzula pallescens,Luzula pallescens,species,7,5,5,4,3,0,7,5,5,4,3
Luzula pilosa,Luzula pilosa,species,3,5,5,4,4,0,3,x,5,4,4
Luzula spicata,Luzula spicata,species,8,2,4,3,2,0,8,2,4,3,2
Luzula sudetica,Luzula sudetica,species,8,3,5,3,2,0,8,3,5,3,2
Luzula sylvatica,Luzula sylvatica,species,4,4,5,3,4,0,x,4,5,3,4
Lycium barbarum,Lycium barbarum,species,8,7,5,7,7,1,8,7,5,7,7
Lycopodiella inundata,Lycopodiella inundata,species,8,4,9,3,2,0,8,4,9,3,2
Lycopodium annotinum,Lycopodium annotinum,species,3,4,6,2,3,0,3,4,6,2,3
Lycopodium annotinum ssp. annotinum,Lycopodium annotinum subsp. annotinum,subspecies,3,4,6,2,3,0,3,4,6,2,3
Lycopodium clavatum,Lycopodium clavatum,species,7,4,4,2,2,0,x,4,4,2,2
Lycopodium clavatum ssp. clavatum,Lycopodium clavatum subsp. clavatum,subspecies,7,4,4,2,2,0,x,4,4,2,2
Lycopsis arvensis,Lycopsis arvensis,species,8,6,4,4,6,0,8,6,4,x,6
Lycopus europaeus,Lycopus europaeus,species,6,6,9,7,7,1,6,6,9,7,7
Lycopus europaeus ssp. europaeus,Lycopus europaeus subsp. europaeus,subspecies,6,6,9,7,7,1,6,6,9,7,7
Lycopus europaeus ssp. menthifolius,Lycopus europaeus subsp. menthifolius,subspecies,6,6,9,7,7,1,6,6,9,7,7
Lycopus exaltatus,Lycopus exaltatus,species,7,7,8,7,6,2,7,7,8,7,6
Lychnis coronaria,Lychnis coronaria,species,6,7,4,7,5,0,6,7,4,7,5
Lychnis flos-cuculi,Lychnis flos-cuculi,species,7,5,7,5,4,0,7,x,7,x,x
Lychnis flos-cuculi ssp. flos-cuculi,Lychnis flos-cuculi subsp. flos-cuculi,subspecies,7,5,7,5,4,0,7,x,7,x,x
Lysimachia nemorum,Lysimachia nemorum,species,2,4,7,5,6,0,2,4,7,5,6
Lysimachia nummularia,Lysimachia nummularia,species,5,6,7,6,6,0,x,6,7,x,x
Lysimachia punctata,Lysimachia punctata,species,6,6,6,7,6,0,6,6,6,7,6
Lysimachia thyrsiflora,Lysimachia thyrsiflora,species,6,5,9,4,4,0,6,5,9,x,4
Lysimachia vulgaris,Lysimachia vulgaris,species,6,5,8,5,6,1,x,5,8,x,x
Lythrum hyssopifolia,Lythrum hyssopifolia,species,8,7,7,5,6,3,8,7,7,5,6
Lythrum salicaria,Lythrum salicaria,species,7,5,9,6,6,1,7,x,9,6,x
Lythrum virgatum,Lythrum virgatum,species,8,6,8,7,6,3,8,6,8,7,6
Mahonia aquifolium,Mahonia aquifolium,species,6,6,4,6,5,0,6,6,4,6,5
Maianthemum bifolium,Maianthemum bifolium,species,4,5,5,4,4,0,4,x,5,4,4
Malaxis monophyllos,Malaxis monophyllos,species,4,4,8,6,5,0,4,4,8,6,5
Malus domestica,Malus domestica,species,6,6,5,7,5,0,6,6,5,7,5
Malus sylvestris,Malus sylvestris,species,6,6,5,7,5,0,6,6,5,7,5
Malus sylvestris agg.,Malus sylvestris agg.,aggregate,6,6,5,7,5,0,6,6,5,7,5
Malva alcea,Malva alcea,species,8,6,4,7,6,0,8,6,4,7,6
Malva moschata,Malva moschata,species,8,6,4,7,6,0,8,6,4,7,6
Malva neglecta,Malva neglecta,species,8,6,5,7,9,2,8,6,5,7,9
Malva pusilla,Malva pusilla,species,8,7,4,7,8,2,8,7,4,7,8
Malva sylvestris,Malva sylvestris,species,8,6,4,7,8,1,8,6,4,7,8
Malva sylvestris var. mauritiana,Malva sylvestris var. mauritiana,variant,8,6,4,7,8,1,8,6,4,7,8
Malva sylvestris var. sylvestris,Malva sylvestris var. sylvestris,variant,8,6,4,7,8,1,8,6,4,7,8
Malva verticillata,Malva verticillata,species,8,7,4,7,8,1,8,7,4,7,8
Malva verticillata var. crispa,Malva verticillata var. crispa,variant,8,7,4,7,8,1,8,7,4,7,8
Malva verticillata var. verticillata,Malva verticillata var. verticillata,variant,8,7,4,7,8,1,8,7,4,7,8
Marrubium peregrinum,Marrubium peregrinum,species,9,8,3,8,6,1,9,8,3,8,6
Marrubium vulgare,Marrubium vulgare,species,9,7,4,8,8,1,9,7,4,8,8
Matricaria discoidea,Matricaria discoidea,species,8,5,5,6,7,1,8,5,5,6,7
Matricaria chamomilla,Matricaria chamomilla,species,7,6,5,5,6,1,7,6,5,5,6
Matteuccia struthiopteris,Matteuccia struthiopteris,species,4,5,7,7,7,0,4,5,7,7,7
Medicago ×varia,Medicago x varia,hybrid,7,6,4,7,4,0,7,6,4,7,4
Medicago arabica,Medicago arabica,species,8,7,4,8,5,0,8,7,4,8,5
Medicago falcata,Medicago falcata,species,8,6,3,8,3,1,8,6,3,8,3
Medicago lupulina,Medicago lupulina,species,7,5,4,7,4,1,7,5,4,7,x
Medicago minima,Medicago minima,species,9,7,3,7,3,0,9,7,3,7,3
Medicago monspeliaca,Medicago monspeliaca,species,9,8,2,8,2,0,9,8,2,8,2
Medicago prostrata,Medicago prostrata,species,9,8,2,8,2,0,9,8,2,8,2
Medicago sativa,Medicago sativa,species,8,6,4,7,5,1,8,6,4,7,x
Medicago sativa agg.,Medicago sativa agg.,aggregate,8,6,4,7,4,1,8,6,4,7,x
Melampyrum arvense,Melampyrum arvense,species,7,7,3,8,4,0,7,7,3,8,4
Melampyrum cristatum,Melampyrum cristatum,species,6,7,3,7,3,0,6,7,3,7,3
Melampyrum cristatum var. cristatum,Melampyrum cristatum var. cristatum,variant,6,7,3,7,3,0,6,7,3,7,3
Melampyrum cristatum var. solstitiale,Melampyrum cristatum var. solstitiale,variant,6,7,3,7,3,0,6,7,3,7,3
Melampyrum herbichii,Melampyrum herbichii,species,5,4,5,2,2,0,x,4,5,2,2
Melampyrum nemorosum,Melampyrum nemorosum,species,5,6,4,6,4,0,5,6,4,6,4
Melampyrum nemorosum agg.,Melampyrum nemorosum agg.,aggregate,5,6,4,6,4,0,5,6,4,6,4
Melampyrum nemorosum var. nemorosum,Melampyrum nemorosum var. nemorosum,variant,5,6,4,6,4,0,5,6,4,6,4
Melampyrum nemorosum var. praecox,Melampyrum nemorosum var. praecox,variant,5,6,4,6,4,0,5,6,4,6,4
Melampyrum pratense,Melampyrum pratense,species,5,5,5,3,2,0,x,5,x,3,2
Melampyrum subalpinum,Melampyrum subalpinum,species,5,5,5,5,3,0,5,5,5,5,3
Melampyrum sylvaticum,Melampyrum sylvaticum,species,5,4,5,2,2,0,x,4,5,2,2
Melampyrum sylvaticum agg.,Melampyrum sylvaticum agg.,aggregate,5,4,5,2,2,0,x,4,5,2,2
Melica altissima,Melica altissima,species,5,7,4,7,4,0,5,7,4,7,4
Melica ciliata,Melica ciliata,species,9,8,1,8,2,0,9,8,1,8,2
Melica ciliata agg.,Melica ciliata agg.,aggregate,8,7,2,7,3,0,8,7,2,7,3
Melica ciliata ssp. ciliata,Melica ciliata subsp. ciliata,subspecies,9,8,1,8,2,0,9,8,1,8,2
Melica nutans,Melica nutans,species,4,6,5,6,4,0,4,6,5,x,4
Melica nutans agg.,Melica nutans agg.,aggregate,4,6,5,6,4,0,4,6,5,x,4
Melica picta,Melica picta,species,5,7,4,7,4,0,5,7,4,7,4
Melica transsilvanica,Melica transsilvanica,species,7,7,3,7,4,0,7,7,3,7,4
Melica transsilvanica ssp. transsilvanica,Melica transsilvanica subsp. transsilvanica,subspecies,7,7,3,7,4,0,7,7,3,7,4
Melica uniflora,Melica uniflora,species,3,5,5,6,6,0,3,5,5,6,6
Melilotus albus,Melilotus albus,species,9,6,4,7,4,1,9,6,4,7,4
Melilotus altissimus,Melilotus altissimus,species,8,6,7,7,6,2,8,6,7,7,6
Melilotus dentatus,Melilotus dentatus,species,8,6,7,8,6,5,8,6,7,8,6
Melilotus indicus,Melilotus indicus,species,9,8,4,7,6,2,9,8,4,7,6
Melilotus officinalis,Melilotus officinalis,species,8,6,4,7,5,1,8,6,4,7,5
Melissa officinalis,Melissa officinalis,species,6,6,4,7,5,0,6,6,4,7,5
Melissa officinalis ssp. officinalis,Melissa officinalis subsp. officinalis,subspecies,6,6,4,7,5,0,6,6,4,7,5
Melittis melissophyllum,Melittis melissophyllum,species,6,7,4,7,4,0,6,7,4,7,4
Mentha ×piperita,Mentha x piperita,hybrid,8,7,6,7,6,1,8,7,6,7,6
Mentha ×verticillata,Mentha x verticillata,hybrid,7,5,8,6,5,1,7,5,8,6,x
Mentha ×verticillata agg.,Mentha x verticillata agg.,aggregate,7,5,8,6,5,0,7,5,8,6,x
Mentha aquatica,Mentha aquatica,species,7,5,9,7,7,1,7,5,9,7,7
Mentha arvensis,Mentha arvensis,species,7,5,7,5,6,1,7,x,7,x,x
Mentha longifolia,Mentha longifolia,species,7,5,8,8,7,1,7,5,8,8,7
Mentha longifolia ssp. longifolia,Mentha longifolia subsp. longifolia,subspecies,7,5,8,8,7,1,7,5,8,8,7
Mentha pulegium,Mentha pulegium,species,8,7,7,8,6,3,8,7,7,8,6
Mentha spicata,Mentha spicata,species,7,7,8,8,7,1,7,7,8,8,7
Mentha spicata agg.,Mentha spicata agg.,aggregate,7,6,8,8,7,1,7,6,8,8,7
Mentha spicata s. lat.,Mentha spicata s. lat.,species,7,7,8,8,7,1,7,7,8,8,7
Mentha spicata ssp. condensata,Mentha spicata subsp. condensata,subspecies,7,7,8,8,7,1,7,7,8,8,7
Mentha spicata ssp. spicata,Mentha spicata subsp. spicata,subspecies,7,7,8,8,7,1,7,7,8,8,7
Mentha suaveolens,Mentha suaveolens,species,8,6,7,6,5,1,8,6,7,6,5
Menyanthes trifoliata,Menyanthes trifoliata,species,7,4,10,4,3,0,7,4,10,x,3
Mercurialis annua,Mercurialis annua,species,7,7,4,7,7,0,7,7,4,7,7
Mercurialis ovata,Mercurialis ovata,species,5,7,4,7,5,0,5,7,4,7,5
Mercurialis perennis,Mercurialis perennis,species,3,5,5,7,7,0,3,5,x,7,7
Mercurialis perennis agg.,Mercurialis perennis agg.,aggregate,4,6,5,7,7,0,4,6,x,7,7
Meum athamanticum,Meum athamanticum,species,8,4,6,3,4,0,8,4,6,3,4
Microrrhinum minus,Microrrhinum minus,species,9,6,4,7,5,0,9,6,4,7,5
Microthlaspi perfoliatum,Microthlaspi perfoliatum,species,8,6,4,8,4,0,8,6,4,8,4
Milium effusum,Milium effusum,species,4,5,6,6,6,0,4,x,6,6,6
Mimulus guttatus,Mimulus guttatus,species,7,5,9,6,6,0,7,5,9,x,6
Mimulus moschatus,Mimulus moschatus,species,7,6,9,5,6,0,7,6,9,5,6
Minuartia caespitosa,Minuartia caespitosa,species,8,5,3,7,2,0,8,5,3,7,2
Minuartia corcontica,Minuartia corcontica,species,9,2,5,6,2,0,9,2,5,6,2
Minuartia glaucina,Minuartia glaucina,species,9,8,2,8,2,0,9,8,2,8,2
Minuartia rubra,Minuartia rubra,species,9,7,2,9,2,0,9,7,2,9,2
Minuartia setacea,Minuartia setacea,species,8,7,2,8,2,0,8,7,2,8,2
Minuartia smejkalii,Minuartia smejkalii,species,7,5,4,7,2,0,7,5,4,7,2
Minuartia verna agg.,Minuartia verna agg.,aggregate,8,5,3,7,2,0,8,5,3,7,2
Minuartia viscosa,Minuartia viscosa,species,9,7,2,4,2,0,9,7,2,x,2
Misopates orontium,Misopates orontium,species,8,7,4,6,5,0,8,7,4,6,5
Moehringia muscosa,Moehringia muscosa,species,5,3,7,9,2,0,5,3,7,9,2
Moehringia trinervia,Moehringia trinervia,species,4,5,5,6,7,0,4,5,5,6,7
Moenchia erecta,Moenchia erecta,species,9,7,2,4,1,0,9,7,2,4,1
Molinia arundinacea,Molinia arundinacea,species,6,6,6,5,3,1,6,6,x,x,3
Molinia caerulea,Molinia caerulea,species,6,5,7,5,3,0,6,5,7,x,3
Molinia caerulea agg.,Molinia caerulea agg.,aggregate,6,5,7,5,3,1,6,5,x,x,3
Moneses uniflora,Moneses uniflora,species,4,4,6,4,3,0,4,4,6,4,3
Monotropa hypophegea,Monotropa hypophegea,species,3,5,5,6,4,0,3,5,5,6,4
Monotropa hypopitys,Monotropa hypopitys,species,3,5,5,4,3,0,3,5,5,4,3
Monotropa hypopitys agg.,Monotropa hypopitys agg.,aggregate,3,5,5,5,3,0,3,5,5,5,3
Montia arvensis,Montia arvensis,species,8,4,7,4,3,0,8,4,7,4,3
Montia fontana,Montia fontana,species,8,4,9,4,3,0,8,4,9,4,3
Montia fontana agg.,Montia fontana agg.,aggregate,8,4,9,4,3,0,8,4,9,4,3
Montia fontana ssp. amporitana,Montia fontana subsp. amporitana,subspecies,8,4,9,4,3,0,8,4,9,4,3
Montia fontana ssp. fontana,Montia fontana subsp. fontana,subspecies,8,4,9,4,3,0,8,4,9,4,3
Muscari armeniacum,Muscari armeniacum,species,7,6,5,7,7,0,7,6,5,7,7
Muscari comosum,Muscari comosum,species,7,7,3,7,4,0,7,7,3,7,x
Muscari neglectum,Muscari neglectum,species,7,8,3,7,4,0,7,8,3,7,4
Muscari tenuiflorum,Muscari tenuiflorum,species,7,8,3,8,3,0,7,8,3,8,x
Myagrum perfoliatum,Myagrum perfoliatum,species,6,7,4,9,4,1,6,7,4,9,4
Mycelis muralis,Mycelis muralis,species,4,5,5,6,6,0,4,5,5,x,6
Myosotis arvensis,Myosotis arvensis,species,7,6,5,5,6,0,7,6,5,x,6
Myosotis arvensis ssp. arvensis,Myosotis arvensis subsp. arvensis,subspecies,7,6,5,5,6,0,7,6,5,x,6
Myosotis brevisetacea,Myosotis brevisetacea,species,7,6,9,5,6,0,7,6,9,x,6
Myosotis caespitosa,Myosotis caespitosa,species,7,6,9,5,7,0,7,6,9,x,7
Myosotis discolor,Myosotis discolor,species,8,7,4,4,4,0,8,7,4,4,4
Myosotis discolor ssp. discolor,Myosotis discolor subsp. discolor,subspecies,8,7,4,4,4,0,8,7,4,4,4
Myosotis nemorosa,Myosotis nemorosa,species,7,5,8,5,6,0,x,5,8,5,6
Myosotis palustris,Myosotis palustris,species,6,5,8,5,6,1,x,5,8,x,6
Myosotis palustris agg.,Myosotis palustris agg.,aggregate,7,6,8,5,6,1,x,x,8,x,6
Myosotis palustris ssp. laxiflora,Myosotis palustris subsp. laxiflora,subspecies,6,5,8,5,6,1,x,5,8,x,6
Myosotis palustris ssp. palustris,Myosotis palustris subsp. palustris,subspecies,6,5,8,5,6,1,x,5,8,x,6
Myosotis ramosissima,Myosotis ramosissima,species,9,6,3,6,3,0,9,6,3,6,3
Myosotis ramosissima ssp. ramosissima,Myosotis ramosissima subsp. ramosissima,subspecies,9,6,3,6,3,0,9,6,3,6,3
Myosotis sparsiflora,Myosotis sparsiflora,species,5,6,6,7,7,0,x,6,6,7,7
Myosotis stenophylla,Myosotis stenophylla,species,8,5,3,8,2,0,8,5,3,8,2
Myosotis stricta,Myosotis stricta,species,8,6,3,6,2,0,8,6,3,6,2
Myosotis sylvatica,Myosotis sylvatica,species,6,5,5,6,7,0,6,5,5,x,7
Myosoton aquaticum,Myosoton aquaticum,species,6,5,8,7,8,1,6,5,8,7,8
Myosurus minimus,Myosurus minimus,species,8,7,6,6,5,1,8,7,6,6,5
Myricaria germanica,Myricaria germanica,species,9,5,8,8,3,0,9,5,8,8,3
Myriophyllum alterniflorum,Myriophyllum alterniflorum,species,7,5,12,6,5,0,7,5,12,6,5
Myriophyllum spicatum,Myriophyllum spicatum,species,5,6,12,8,7,1,5,6,12,8,7
Myriophyllum verticillatum,Myriophyllum verticillatum,species,5,6,12,7,7,0,5,6,12,7,7
Myrrhis odorata,Myrrhis odorata,species,7,4,6,7,7,0,7,4,6,7,7
Najas marina,Najas marina,species,5,7,12,9,6,2,5,7,12,9,6
Najas minor,Najas minor,species,6,7,12,8,5,2,6,7,12,8,5
Nardus stricta,Nardus stricta,species,8,4,6,2,2,0,8,x,x,2,2
Nasturtium microphyllum,Nasturtium microphyllum,species,7,6,10,6,7,1,7,6,10,6,7
Nasturtium officinale,Nasturtium officinale,species,7,5,10,7,7,1,7,5,10,7,7
Nasturtium officinale agg.,Nasturtium officinale agg.,aggregate,7,5,10,7,7,1,7,5,10,7,7
Neottia nidus-avis,Neottia nidus-avis,species,3,6,5,7,5,0,3,6,5,7,5
Nepeta cataria,Nepeta cataria,species,7,7,4,7,7,1,7,7,4,7,7
Nepeta nuda,Nepeta nuda,species,7,7,4,8,4,0,7,7,4,8,x
Nepeta nuda ssp. nuda,Nepeta nuda subsp. nuda,subspecies,7,7,4,8,4,0,7,7,4,8,x
Neslia paniculata,Neslia paniculata,species,7,6,4,7,5,0,7,6,4,7,5
Neslia paniculata ssp. paniculata,Neslia paniculata subsp. paniculata,subspecies,7,6,4,7,5,0,7,6,4,7,5
Nigella arvensis,Nigella arvensis,species,8,7,3,8,3,0,8,7,3,8,3
Nigella damascena,Nigella damascena,species,8,8,3,6,4,0,8,8,3,6,4
Noccaea caerulescens,Noccaea caerulescens,species,7,6,5,5,4,0,7,6,5,5,4
Noccaea caerulescens ssp. caerulescens,Noccaea caerulescens subsp. caerulescens,subspecies,7,6,5,5,4,0,7,6,5,5,4
Noccaea montana,Noccaea montana,species,6,5,4,8,3,0,6,5,4,8,3
Nonea pulla,Nonea pulla,species,8,6,3,8,4,0,8,6,3,8,4
Notholaena marantae,Notholaena marantae,species,9,9,1,7,2,0,9,9,1,7,2
Nuphar lutea,Nuphar lutea,species,8,6,11,7,7,0,8,6,11,7,7
Nuphar pumila,Nuphar pumila,species,8,4,11,4,4,0,8,4,11,4,4
Nymphaea alba,Nymphaea alba,species,8,7,11,7,6,0,8,7,11,7,6
Nymphaea candida,Nymphaea candida,species,8,6,11,5,4,0,8,6,11,5,4
Nymphoides peltata,Nymphoides peltata,species,8,7,11,8,7,0,8,7,11,8,7
Odontites luteus,Odontites luteus,species,8,7,3,8,2,0,8,7,3,8,2
Odontites vernus,Odontites vernus,species,6,6,6,6,5,1,6,6,6,6,5
