NameOrig,NameKaplan,Rank,light,temperature,moisture,reaction,nutrients,salinity,light_x,temperature_x,moisture_x,reaction_x,nutrients_x
Trifolium hybridum var. parviflorum,Trifolium hybridum var. parviflorum,variant,7,6,6,7,7,1,7,6,6,7,7
Trifolium incarnatum,Trifolium incarnatum,species,8,6,5,6,6,1,8,6,5,6,6
Trifolium incarnatum ssp. incarnatum,Trifolium incarnatum subsp. incarnatum,subspecies,8,6,5,6,6,1,8,6,5,6,6
Trifolium medium,Trifolium medium,species,7,6,4,6,4,0,7,6,4,6,4
Trifolium montanum,Trifolium montanum,species,7,6,3,8,3,0,7,x,3,8,3
Trifolium ochroleucon,Trifolium ochroleucon,species,7,6,4,8,3,0,7,6,4,8,3
Trifolium patens,Trifolium patens,species,7,7,7,7,6,0,7,7,7,7,6
Trifolium pratense,Trifolium pratense,species,7,5,5,7,6,1,7,x,5,x,x
Trifolium pratense ssp. americanum,Trifolium pratense subsp. americanum,subspecies,7,5,5,7,6,1,7,x,5,x,6
Trifolium pratense ssp. pratense,Trifolium pratense subsp. pratense,subspecies,7,5,5,7,6,1,7,x,5,x,6
Trifolium pratense ssp. sativum,Trifolium pratense subsp. sativum,subspecies,7,5,5,7,6,1,7,x,5,x,6
Trifolium repens,Trifolium repens,species,7,5,5,6,6,1,7,x,5,6,6
Trifolium resupinatum,Trifolium resupinatum,species,8,7,6,8,6,2,8,7,6,8,6
Trifolium resupinatum var. majus,Trifolium resupinatum var. majus,variant,8,7,6,8,6,2,8,7,6,8,6
Trifolium resupinatum var. resupinatum,Trifolium resupinatum var. resupinatum,variant,8,7,6,8,6,2,8,7,6,8,6
Trifolium retusum,Trifolium retusum,species,8,7,3,7,3,1,8,7,3,7,x
Trifolium rubens,Trifolium rubens,species,7,6,3,8,3,0,7,6,3,8,3
Trifolium spadiceum,Trifolium spadiceum,species,7,4,7,3,3,0,7,4,7,3,3
Trifolium striatum,Trifolium striatum,species,8,7,3,4,3,1,8,7,3,4,3
Triglochin maritima,Triglochin maritima,species,8,6,8,8,5,8,8,6,8,8,5
Triglochin palustris,Triglochin palustris,species,8,5,9,7,3,4,8,5,9,x,3
Trichomanes speciosum,Trichomanes speciosum,species,1,4,7,2,2,0,1,4,7,2,2
Trichophorum alpinum,Trichophorum alpinum,species,8,4,9,3,2,0,8,4,9,3,2
Trichophorum cespitosum,Trichophorum cespitosum,species,8,4,9,1,1,0,8,4,9,1,1
Trinia glauca,Trinia glauca,species,9,8,2,8,2,0,9,8,2,8,2
Trinia ucrainica,Trinia ucrainica,species,8,7,2,8,2,0,8,7,2,8,2
Tripleurospermum inodorum,Tripleurospermum inodorum,species,7,6,5,6,7,1,7,x,x,6,7
Tripolium pannonicum,Tripolium pannonicum,species,7,7,5,7,6,8,7,7,x,7,6
Tripolium pannonicum ssp. pannonicum,Tripolium pannonicum subsp. pannonicum,subspecies,7,7,5,7,6,8,7,7,x,7,6
Trisetum flavescens,Trisetum flavescens,species,7,5,5,6,5,0,7,x,x,x,5
Trollius altissimus,Trollius altissimus,species,7,4,7,6,5,0,7,4,7,6,5
Turgenia latifolia,Turgenia latifolia,species,8,7,3,8,3,0,8,7,3,8,3
Turritis glabra,Arabis glabra,species,6,6,3,7,5,0,6,6,3,7,5
Tussilago farfara,Tussilago farfara,species,8,5,6,7,6,0,8,5,6,7,x
Typha angustifolia,Typha angustifolia,species,8,6,10,7,7,1,8,6,10,7,7
Typha latifolia,Typha latifolia,species,8,6,10,7,8,1,8,6,10,7,8
Typha laxmannii,Typha laxmannii,species,8,6,9,8,7,1,8,6,9,8,7
Typha shuttleworthii,Typha shuttleworthii,species,8,6,10,7,4,1,8,6,10,7,4
Ulex europaeus,Ulex europaeus,species,7,6,5,3,3,0,7,6,5,3,3
Ulmus glabra,Ulmus glabra,species,4,5,6,7,7,0,4,5,6,7,7
Ulmus laevis,Ulmus laevis,species,4,6,7,7,7,0,4,6,7,7,7
Ulmus minor,Ulmus minor,species,5,7,5,8,7,1,x,7,x,8,x
Urtica dioica,Urtica dioica,species,5,5,6,7,9,1,x,x,6,7,9
Urtica kioviensis,Urtica kioviensis,species,6,7,8,7,9,1,6,7,8,7,9
Urtica urens,Urtica urens,species,7,6,5,7,9,2,7,6,5,x,9
Utricularia australis,Utricularia australis,species,8,6,12,5,5,0,8,6,12,5,5
Utricularia bremii,Utricularia bremii,species,8,6,12,4,2,0,8,6,12,4,2
Utricularia intermedia,Utricularia intermedia,species,8,5,12,5,2,0,8,5,12,5,2
Utricularia intermedia agg.,Utricularia intermedia agg.,aggregate,8,5,12,4,2,0,8,5,12,4,2
Utricularia minor,Utricularia minor,species,8,5,12,5,2,0,8,5,12,5,2
Utricularia minor agg.,Utricularia minor agg.,aggregate,8,5,12,5,2,0,8,5,12,5,2
Utricularia ochroleuca,Utricularia ochroleuca,species,8,5,12,3,2,0,8,5,12,3,2
Utricularia stygia,Utricularia stygia,species,8,5,12,3,2,0,8,5,12,3,2
Utricularia vulgaris,Utricularia vulgaris,species,8,6,12,5,4,0,8,6,12,5,4
Utricularia vulgaris agg.,Utricularia vulgaris agg.,aggregate,8,6,12,5,4,0,8,6,12,5,4
Vaccaria hispanica,Vaccaria hispanica,species,7,7,4,8,4,0,7,7,4,8,4
Vaccaria hispanica var. hispanica,Vaccaria hispanica var. hispanica,variant,7,7,4,8,4,0,7,7,4,8,4
Vaccinium microcarpum,Vaccinium microcarpum,species,8,3,9,2,1,0,8,3,9,2,1
Vaccinium myrtillus,Vaccinium myrtillus,species,5,5,5,2,3,0,x,x,x,2,3
Vaccinium oxycoccos,Vaccinium oxycoccos,species,7,4,9,2,1,0,x,4,9,x,1
Vaccinium oxycoccos agg.,Vaccinium oxycoccos agg.,aggregate,7,4,9,2,1,0,x,4,9,x,1
Vaccinium uliginosum,Vaccinium uliginosum,species,6,4,8,1,2,0,x,4,x,1,2
Vaccinium vitis-idaea,Vaccinium vitis-idaea,species,5,4,5,2,2,0,x,4,5,2,2
Vaccinium vitis-idaea ssp. vitis-idaea,Vaccinium vitis-idaea subsp. vitis-idaea,subspecies,5,4,5,2,2,0,x,4,5,2,2
Valeriana dioica,Valeriana dioica,species,7,5,8,6,3,1,7,x,8,6,3
Valeriana dioica agg.,Valeriana dioica agg.,aggregate,7,5,8,6,3,1,7,x,8,6,3
Valeriana excelsa,Valeriana excelsa,species,6,5,8,6,7,0,6,5,8,6,7
Valeriana excelsa ssp. excelsa,Valeriana excelsa subsp. excelsa,subspecies,6,5,8,6,7,0,6,5,8,6,7
Valeriana excelsa ssp. sambucifolia,Valeriana excelsa subsp. sambucifolia,subspecies,6,5,8,6,7,0,6,5,8,6,7
Valeriana officinalis,Valeriana officinalis,species,7,5,7,7,7,1,7,5,7,7,7
Valeriana officinalis agg.,Valeriana officinalis agg.,aggregate,7,5,6,7,6,1,7,5,6,7,6
Valeriana simplicifolia,Valeriana simplicifolia,species,7,5,8,7,3,1,7,x,8,7,3
Valeriana stolonifera,Valeriana stolonifera,species,7,7,4,7,4,1,7,7,4,7,4
Valeriana stolonifera ssp. angustifolia,Valeriana stolonifera subsp. angustifolia,subspecies,7,7,4,7,4,1,7,7,4,7,4
Valeriana tripteris,Valeriana tripteris,species,7,4,6,8,4,0,7,4,6,8,4
Valeriana tripteris ssp. austriaca,Valeriana tripteris subsp. austriaca,subspecies,7,4,6,8,4,0,7,4,6,8,4
Valerianella carinata,Valerianella carinata,species,7,7,4,8,5,0,7,7,4,8,x
Valerianella dentata,Valerianella dentata,species,7,6,4,7,6,0,7,6,4,7,x
Valerianella dentata ssp. dentata,Valerianella dentata subsp. dentata,subspecies,7,6,4,7,6,0,7,6,4,7,6
Valerianella dentata ssp. eriosperma,Valerianella dentata subsp. eriosperma,subspecies,7,6,4,7,6,0,7,6,4,7,6
Valerianella locusta,Valerianella locusta,species,7,6,4,7,6,0,7,6,4,7,6
Valerianella rimosa,Valerianella rimosa,species,6,7,4,7,6,0,6,7,4,7,6
Ventenata dubia,Ventenata dubia,species,9,8,3,6,3,0,9,8,3,6,3
Veratrum album,Veratrum album,species,7,4,7,5,6,0,7,4,x,5,6
Veratrum album ssp. album,Veratrum album subsp. album,subspecies,7,4,7,5,6,0,7,4,7,5,6
Veratrum album ssp. lobelianum,Veratrum album subsp. lobelianum,subspecies,7,3,6,5,6,0,7,3,6,5,6
Veratrum nigrum,Veratrum nigrum,species,6,6,4,7,5,0,6,6,4,7,5
Verbascum blattaria,Verbascum blattaria,species,8,7,5,7,6,1,8,7,5,7,6
Verbascum densiflorum,Verbascum densiflorum,species,8,6,4,7,6,0,8,6,4,7,6
Verbascum chaixii,Verbascum chaixii,species,7,6,3,7,5,0,7,6,3,7,5
Verbascum chaixii ssp. austriacum,Verbascum chaixii subsp. austriacum,subspecies,7,6,3,7,5,0,7,6,3,7,5
Verbascum lychnitis,Verbascum lychnitis,species,7,6,3,7,5,0,7,6,3,7,5
Verbascum lychnitis ssp. lychnitis,Verbascum lychnitis subsp. lychnitis,subspecies,7,6,3,7,5,0,7,6,3,7,5
Verbascum lychnitis ssp. moenchii,Verbascum lychnitis subsp. moenchii,subspecies,7,6,3,7,5,0,7,6,3,7,5
Verbascum nigrum,Verbascum nigrum,species,7,5,5,6,6,0,7,5,5,6,6
Verbascum phlomoides,Verbascum phlomoides,species,8,6,4,7,6,0,8,6,4,7,6
Verbascum phoeniceum,Verbascum phoeniceum,species,8,7,3,7,3,0,8,7,3,7,3
Verbascum phoeniceum ssp. phoeniceum,Verbascum phoeniceum subsp. phoeniceum,subspecies,8,7,3,7,3,0,8,7,3,7,3
Verbascum speciosum,Verbascum speciosum,species,8,8,3,7,5,0,8,8,3,7,5
Verbascum speciosum ssp. speciosum,Verbascum speciosum subsp. speciosum,subspecies,8,8,3,7,5,0,8,8,3,7,5
Verbascum thapsus,Verbascum thapsus,species,8,6,4,7,6,0,8,x,4,7,6
Verbascum thapsus ssp. thapsus,Verbascum thapsus subsp. thapsus,subspecies,8,6,4,7,6,0,8,x,4,7,6
Verbena officinalis,Verbena officinalis,species,8,6,5,7,7,1,8,6,5,7,7
Veronica agrestis,Veronica agrestis,species,6,6,5,6,7,0,6,6,5,6,7
Veronica anagallis-aquatica,Veronica anagallis-aquatica,species,7,6,9,7,7,2,7,6,9,x,7
Veronica anagallis-aquatica agg.,Veronica anagallis-aquatica agg.,aggregate,7,6,9,7,7,2,7,6,9,x,7
Veronica anagallis-aquatica ssp. anagallis-aquatica,Veronica anagallis-aquatica subsp. anagallis-aquatica,subspecies,7,6,9,7,7,2,7,6,9,x,7
Veronica anagalloides,Veronica anagalloides,species,8,7,9,7,7,3,8,7,9,7,7
Veronica arvensis,Veronica arvensis,species,7,6,5,6,6,0,7,6,x,6,x
Veronica austriaca,Veronica austriaca,species,8,7,3,8,3,0,8,7,3,8,3
Veronica beccabunga,Veronica beccabunga,species,6,5,9,7,7,1,6,5,9,7,7
Veronica bellidioides,Veronica bellidioides,species,8,2,5,3,2,0,8,2,5,3,2
Veronica catenata,Veronica catenata,species,8,7,9,7,7,2,8,7,9,7,7
Veronica dillenii,Veronica dillenii,species,8,7,2,4,2,0,8,7,2,4,2
Veronica filiformis,Veronica filiformis,species,7,6,5,6,7,0,7,6,5,6,7
Veronica hederifolia,Veronica hederifolia,species,6,6,5,7,7,0,x,6,5,7,7
Veronica hederifolia agg.,Veronica hederifolia agg.,aggregate,6,6,5,7,7,0,x,6,5,7,7
Veronica chamaedrys,Veronica chamaedrys,species,6,5,5,7,6,0,x,5,5,x,x
Veronica chamaedrys agg.,Veronica chamaedrys agg.,aggregate,6,5,5,7,6,0,x,x,5,x,x
Veronica chamaedrys ssp. chamaedrys,Veronica chamaedrys subsp. chamaedrys,subspecies,6,5,5,7,6,0,x,5,5,x,x
Veronica incana,Veronica incana,species,8,7,1,7,3,0,8,7,1,7,3
Veronica incana ssp. incana,Veronica incana subsp. incana,subspecies,8,7,1,7,3,0,8,7,1,7,3
Veronica maritima,Veronica maritima,species,7,6,8,7,6,1,7,6,8,7,6
Veronica montana,Veronica montana,species,3,5,6,6,6,0,3,5,6,6,6
Veronica officinalis,Veronica officinalis,species,5,5,4,4,4,0,x,5,4,4,4
Veronica officinalis var. alpestris,Veronica officinalis var. alpestris,variant,5,5,4,4,4,0,x,5,4,4,4
Veronica officinalis var. officinalis,Veronica officinalis var. officinalis,variant,5,5,4,4,4,0,x,5,4,4,4
Veronica opaca,Veronica opaca,species,5,5,5,7,7,0,5,5,5,7,7
Veronica orchidea,Veronica orchidea,species,8,7,3,8,3,0,8,7,3,8,3
Veronica peregrina,Veronica peregrina,species,8,7,7,7,7,1,8,7,7,7,7
Veronica peregrina ssp. peregrina,Veronica peregrina subsp. peregrina,subspecies,8,7,7,7,7,1,8,7,7,7,7
Veronica persica,Veronica persica,species,7,6,5,7,7,0,7,6,5,7,7
Veronica polita,Veronica polita,species,7,6,4,7,7,0,7,6,4,7,7
Veronica praecox,Veronica praecox,species,9,7,2,8,2,0,9,7,2,8,2
Veronica prostrata,Veronica prostrata,species,8,7,2,8,3,0,8,7,2,8,3
Veronica scardica,Veronica scardica,species,8,7,9,7,7,3,8,7,9,7,7
Veronica scutellata,Veronica scutellata,species,8,5,9,4,5,0,8,5,9,4,5
Veronica serpyllifolia,Veronica serpyllifolia,species,6,5,5,5,5,0,x,x,5,5,5
Veronica serpyllifolia ssp. serpyllifolia,Veronica serpyllifolia subsp. serpyllifolia,subspecies,6,5,5,5,5,0,x,x,5,5,5
Veronica spicata,Veronica spicata,species,7,6,3,7,2,0,7,6,3,7,2
Veronica spicata ssp. spicata,Veronica spicata subsp. spicata,subspecies,7,6,3,7,2,0,7,6,3,7,2
Veronica spuria,Veronica spuria,species,7,6,6,7,5,1,7,6,6,7,5
Veronica spuria ssp. foliosa,Veronica spuria subsp. foliosa,subspecies,7,6,6,7,5,1,7,6,6,7,5
Veronica sublobata,Veronica sublobata,species,5,5,5,6,7,0,x,5,5,6,7
Veronica teucrium,Veronica teucrium,species,7,6,3,7,4,0,7,6,3,7,4
Veronica triloba,Veronica triloba,species,7,7,4,7,6,0,7,7,4,7,6
Veronica triphyllos,Veronica triphyllos,species,7,7,4,5,5,0,7,7,4,x,5
Veronica verna,Veronica verna,species,8,7,2,4,2,0,8,7,2,4,2
Veronica verna agg.,Veronica verna agg.,aggregate,8,7,2,4,2,0,8,7,2,4,2
Veronica vindobonensis,Veronica vindobonensis,species,6,6,4,7,5,0,x,6,4,7,5
Viburnum lantana,Viburnum lantana,species,7,7,4,7,5,0,x,7,4,7,5
Viburnum opulus,Viburnum opulus,species,6,5,6,7,6,0,x,5,x,7,6
Vicia angustifolia,Vicia angustifolia,species,7,6,4,5,5,0,7,6,x,x,x
Vicia angustifolia var. angustifolia,Vicia angustifolia var. angustifolia,variant,7,6,4,5,5,0,7,6,x,x,x
Vicia angustifolia var. segetalis,Vicia angustifolia var. segetalis,variant,7,6,4,5,5,0,7,6,x,x,x
Vicia cassubica,Vicia cassubica,species,6,6,4,7,4,0,6,6,4,7,4
Vicia cracca,Vicia cracca,species,7,5,5,6,5,1,7,x,5,x,x
Vicia cracca agg.,Vicia cracca agg.,aggregate,7,5,4,7,5,1,7,x,4,x,x
Vicia dumetorum,Vicia dumetorum,species,6,6,5,7,5,0,6,6,5,7,5
Vicia faba,Vicia faba,species,7,6,5,7,7,0,7,6,5,7,7
Vicia grandiflora,Vicia grandiflora,species,7,7,4,5,5,0,7,7,4,x,x
Vicia hirsuta,Vicia hirsuta,species,7,6,4,5,5,0,7,6,4,x,5
Vicia lathyroides,Vicia lathyroides,species,8,7,3,5,3,0,8,7,3,5,3
Vicia lutea,Vicia lutea,species,7,7,4,7,5,0,7,7,4,7,5
Vicia oreophila,Vicia oreophila,species,7,3,5,6,5,0,7,3,5,6,5
Vicia pannonica,Vicia pannonica,species,7,7,4,7,6,0,7,7,4,7,6
Vicia pannonica ssp. pannonica,Vicia pannonica subsp. pannonica,subspecies,7,7,4,7,6,0,7,7,4,7,6
Vicia pannonica ssp. striata,Vicia pannonica subsp. striata,subspecies,7,7,4,7,6,0,7,7,4,7,6
Vicia pisiformis,Vicia pisiformis,species,6,7,4,8,4,0,6,7,4,8,4
Vicia sativa,Vicia sativa,species,7,6,5,7,6,0,7,6,5,7,6
Vicia sativa agg.,Vicia sativa agg.,aggregate,7,6,5,7,6,0,7,6,5,7,6
Vicia sativa var. cordata,Vicia sativa var. cordata,variant,7,6,5,7,6,0,7,6,5,7,6
Vicia sativa var. sativa,Vicia sativa var. sativa,variant,7,6,5,7,6,0,7,6,5,7,6
Vicia sepium,Vicia sepium,species,6,5,5,6,6,0,6,x,5,6,6
Vicia sepium var. eriocalyx,Vicia sepium var. eriocalyx,variant,6,5,5,6,6,0,6,x,5,6,6
Vicia sepium var. montana,Vicia sepium var. montana,variant,6,5,5,6,6,0,6,x,5,6,6
Vicia sepium var. sepium,Vicia sepium var. sepium,variant,6,5,5,6,6,0,6,x,5,6,6
Vicia sylvatica,Vicia sylvatica,species,6,5,5,7,5,0,6,5,5,7,x
Vicia tenuifolia,Vicia tenuifolia,species,7,6,4,8,4,0,7,6,4,8,4
Vicia tetrasperma,Vicia tetrasperma,species,7,6,4,5,5,0,7,6,4,5,5
Vicia villosa,Vicia villosa,species,7,6,3,6,5,1,7,6,3,6,5
Vicia villosa ssp. varia,Vicia villosa subsp. varia,subspecies,7,6,3,6,5,1,7,6,3,6,5
Vicia villosa ssp. villosa,Vicia villosa subsp. villosa,subspecies,7,6,3,6,5,1,7,6,3,6,5
Vinca minor,Vinca minor,species,4,6,5,7,6,0,4,6,5,7,6
