"REFERENCE","REFERENCE_AUTHOR","REFERENCE_YEAR","REFERENCE_TITLE","REFERENCE_JOURNAL"
402298,"Hejný S.",1973,"Macrophyte communities of the fishpond: their conservation and management.","In: Hejný S. [red.], Ecosystem study of wetland biome in Czechoslovakia, Czechoslovak IBP/PT-PP repor"
402299,"Hejný S.",1973,"Plant communities and their typical features in the littoral of the Opatovický fishpond (South Bohemia).","In: Hejný S. [red.], Ecosystem study of wetland biome in Czechoslovakia, Czechoslovak IBP/PT-PP repor"
402300,"Hejný S.",1974,"Příspěvek k charakteristice ruderálních společenstev v jižních Čechách.","Acta Inst. Bot. Acad. Sci. Slov., Bratislava, ser. A, 1: 213-232."
402301,"Husák Š.et Hejný S.",1973,"Marginal plant communities of the Nesyt fishpond (South Moravia).","Pol. Arch. Hydrobiol., Warszawa, 20/3: 461-467."
402303,"Kolbek J.",1973,"Xerothermní bylinná vegetace na vulkanitech ve východní části Českého středohoří.","Ms. [Rigor. pr., depon. in: Kat. bot. PřF UK, Praha.]"
402304,"Kopecký K.",1974,"Kritische Bemerkungen zur Syntaxonomie einiger nitrophilen Apophyten-Gesellschaften.","Folia Geobot. Phytotax., Praha, 9: 329-340."
402305,"Kopecký K. et Hejný S.",1973,"Neue syntaxonomische Auffassung der Gesellschaften ein- bis zweijähriger Pflanzen der Galio-Urticetea in Böhmen.","Folia Geobot. Phytotax., Praha, 8: 49-66."
402306,"Kropáčová A. et Sýkorová S.",1973,"Louky na Neveklovsku.","Sborn. Vlastiv. Pr. z Podblanicka, Benešov, 14: 32-39."
402307,"Martínek K.",1974,"Chaerophylletum aurei v Plané u Mariánských Lázní.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1974/2: 7-8."
402308,"Milka D.",1973,"Rostlinná společenstva aluviální nivy Dyje mezi Novými mlýny a Podivínem.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402309,"Neuhäuslová-Novotná Z.",1974,"Beitrag zur Kenntnis des Arunco silvestris-Alnetum glutinosae in der Tschechischen Sozialistischen Republik (ČSR).","Folia Geobot. Phytotax., Praha, 9: 217-230."
402310,"Pyšek A.",1973,"Přehled ruderálních společenstev obce Vroutku v okrese Louny.","Severočes. Přír., Litoměřice, 4: 1-35."
402311,"Pyšek A.",1974,"Fytocenologicko-ekologické studie sídlištní vegetace.","Ms. [Rigor. pr., depon. in: Kat. bot. PřF UK, Praha.]"
402312,"Pyšek A.",1974,"Kurzgefasste Übersicht der Ruderalvegetation von Plzeň und seiner nahen Umgebung.","Folia Mus. Rer. Natur. Bohem. Occid., Plzeň, Bot., 4: 1-41."
402313,"Pyšek A.",1974,"Poznámky k fytocenologii plzeňských druhů rodu Chenopodium L.","Acta Inst. Bot. Acad. Sci. Slov., Bratislava, ser. A, 1: 167-176."
402314,"Sedláčková M.",1973,"Příspěvek k poznání vegetačních poměrů v okolí Fulneka.","Vlastiv. Sborn. Okresu Nový Jičín, 12: 41-58."
402315,"Sedláčková M.",1974,"K charakteristice bukových lesů chráněné krajinné oblasti Beskyd v okrese Nový Jičín.","Vlastiv. Sborn. Okresu Nový Jičín, 14: 65-69."
402317,"Suchara I.",1974,"Keřová společenstva Lounského středohoří.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
402318,"Šíma F.",1973,"Praktické využití rostlinných společenstev vyskytujících se na nelesních půdách v oblasti Kaplicka.","Sborn. Vys. Šk. Zeměd. Provoz.-Ekon. Fak. České Budějovice, ser. Biol., 11/2: 143-149."
402319,"Šíma F.",1973,"Travní společenstva Kremžské kotliny v jižních Čechách.","Sborn. Vys. Šk. Zeměd. Provoz.-Ekon. Fak. České Budějovice, ser. Biol., 11/1: 27-49."
402320,"Vlček P.",1973,"Charakteristika vegetace údolí řeky Jihlavy v prostoru ovlivněném budovanou Dalešickou přehradou.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402321,"Volf F.",1974,"Společenstva plevelů v různých výrobních typech.","Acta Inst. Bot. Acad. Sci. Slov., Bratislava, ser. A, 1: 281-306."
402322,"Volf F. et Kropáč Z.",1974,"Příspěvek k poznání plevelových společenstev s medyňkem měkkým (Holcus mollis L.) v Čechách.","Sborn. Vys. Šk. Zeměd. Praha, ser. A, 1974/1: 69-84."
402323,"Balátová-Tuláčková E.",1975,"Zur Charakteristik der tschechoslowakischen Cirsium-Wiesen Böhmische Länder).","Phytocoenologia, Stuttgart, 2: 169-182."
402324,"Bednář V.",1976,"Luční a slatinná společenstva aluviální nivy u Olomouce.","Acta Univ. Palack. Olomuc., Praha, Biol., 51/16: 7-21."
402325,"Dolejš K.",1976,"Vegetace bývalého rybníka Štampach v údolí Pšovky.","Ms. [Závěr. pr. postgrad. kurzu taxonomie vyšších rostl. (Př.F UK 1975-1976), depon. in: UK Praha,]"
402326,"Faifr V.",1975,"Příspěvek k typologii luk vltavské nivy.","Ms. [Kand. Dis. pr., depon. in: VŠZ, Praha.]"
402327,"Faifr V. et Faifr Vl.",1976,"Použití matematické taxonomie k typologii luk vltavské nivy.","Rostl. Výroba, Praha, 22 ( 49): 659-668."
402328,"Grüll F.",1976,"Výskyt a zapojení některých pozoruhodnějších antropofytů do ruderálních cenóz v Brně a okolí.","Pr. z Oboru Bot. Zool., Praha, 1976: 31-38."
402329,"Grüll F. et Vaněčková L.",1976,"Vegetace skládek - důležitý činitel zlepšující přírodní prostředí.","Zpr. Geogr. Úst. ČSAV, Opava, 13/7-8: 187-190."
402330,"Isevičová J.",1976,"Lolio-Plantaginetum majoris (Linkola 1921) Beger 1930 v Plasích.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1976/1: 14-15."
402331,"Keclík O.",1976,"Vegetační poměry okolí Točné.","Ms. [Dipl. pr., depon. in: Fak. Agron. VŠZ, Praha.]"
402332,"Kovář P.",1975,"Polabské louky v okolí Chvaletic u Přelouče.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
402333,"Krahulec F.",1975,"Vegetační poměry zátopového území 'Rozkoš' u České Skalice.","Pr. Muz. Hradec Králové a Pardubice, ser. A, 13: 45-69."
402334,"Kropáč Z. et Hejný S.",1975,"Two new segetal associations: Misopateto-Galeopsietum ladani and Consolido regalis-Misopatetum.","Preslia, Praha, 47: 31-57."
402335,"Kubát K.",1976,"Floristicko-fytocenologický výzkum území budoucího odkaliště Louchov (vyšší rostliny).","In: Flasar M. et Flasarová I. [red.], Přírodovědecký výzkum složiště popílku elektrárny SSM Prunéřov..., Krajské muzeum, Teplice."
402336,"Martínek K.",1975,"Chenopodietum glauco-rubri Lohm. 1950 v Plané u Mariánských Lázní.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1975/2: 5-7."
402337,"Passarge H.",1976,"Über Schleier- und Staudengesellschaften mitteleuropäischer Ufersäume.","Folia Geobot. Phytotax., Praha, 11: 137-162."
402338,"Přibylová N.",1976,"Studie o xerothermní vegetaci a půdách Českého krasu.","Ms. [Rigor. pr., depon. in: ? Praha.]"
402339,"Pyšek P.",1975,"Stav vegetace na bělohorské skládce v sezoně 1974.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1975/1: 5-7."
402340,"Rivola",1976,"Vegetační poměry státní přírodní rezervace Karlické údolí.","Čs. Ochr. Prír., Bratislava, 16: 63-79."
402341,"Rubášová Z.",1975,"Ruderální vegetace obce Radinovy v okrese Klatovy.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1975/1: 9-13."
402342,"Sedláčková M.",1975,"Vegetační poměry přírodní rezervace Trojačka.","Vlastiv. Sborn. Okresu Nový Jičín, 16: 61-65."
402343,"Sekera M.",1975,"Příspěvek ke geobotanickému výzkumu Bořeně.","Stipa, Ústí n. Labem, 2: 39-51."
402344,"Sofron J.",1975,"Rostlinstvo a květena.","In: Kolektiv, 700 let Chválenic, ed. TEPS MH, p. 7-10, Praha."
402345,"Soumarová J.",1976,"Nitrofilní vesnická společenstva obce Luby u Klatov.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1976/1: 8-14."
402346,"Stavělová E.",1976,"Vegetační poměry v povodí Pašovického potoka.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402347,"Stočes I.et Pyšek A.",1976,"Projevy těžby kyzových břidlic ve vegetačním krytu.","Zprav. Západočes. Poboč. ČSBS, Plzeň, 1976/2: 11-15."
402348,"Šandová M.",1976,"Lemová společenstva centrální části Šumavy a Předšumaví.","Ms. [Dipl. pr., depon. in: PřF UK, Praha.]"
402349,"Šeda Z.",1976,"Vegetace litorálu některých moravských přehrad. Část 3. Zarůstání břehů vodní nádrže u Víru (okres Žďár n. Sázavou).","Folia Fac. Sci. Natur. Univ. Purkyn. Brun., Brno, 17/9, Biol. 57: 1-47."
402350,"Štěpán J.",1975,"Příspěvek ke geobotanické charakteristice bučin v Brdech.","Zpr. Muz. Západočes. Kraje - Přír., Plzeň, 17: 49-57."
402351,"Štursová H.",1976,"Floristicko-fytocenologický rozbor vegetace Bíneru v Krkonoších a její územní ochrana.","Ms. [Závěr. pr. postgrad. kurzu taxonomie vyšších rostl. (Př.F UK 1975-1976), depon. in: UK Praha,]"
402352,"Tlusták V.",1976,"Vegetační poměry 'Malých stran' u Rousínova.","Ms. [Závěr. pr. postgrad. kurzu taxonomie vyšších rostl. (Př.F UK 1975-1976), depon. in: UK Praha,]"
402353,"Toman M.",1976,"Přehled hlavních společenstev třídy Festuco-Brometea na území severočeského lesostepního okresu.","Zborn. Pedag. Fak. Prešov Univ. P. J. Šafárika Košice, ?"
402354,"Vašátko J. et Vaněčková L.",1976,"K poznání biocenóz Stránské skály u Brna (310m n.m.).","Zpr. Geogr. Úst. ČSAV, Opava, 13/3-4: 91-94."
402355,"Zelená V.",1976,"Srovnání stavu živin ve vybraných lučních porostech Žďárských vrchů.","Ms. [Rigor. pr., depon. in: Kat. bot. PřF MU, Brno.]"
402356,"Jeník J.",1983,"Mokré Louky u Třeboně: modelová lokalita biosférického fondu.","Stud.  ČSAV, Praha, 83/4: 9-18."
402358,"Vymyslický T.",2001,"Invazní druhy rostlin a jejich společenstva na aluviích jihomoravských řek.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402359,"Čechová J.",1994,"Vliv rozvoje stromového a keřového patra na xerothermní bylinnou vegetaci Mohelenské hadcové stepi.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402360,"Bitner K.",1970,"Vegetační poměry území mezi Dyjí a Želetavkou.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402361,"Drápalová P.",1981,"Vegetační a floristické poměry povodí na levém břehu horního toku Bystřice.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402362,"Kolbek J. et al.",2001,"Vegetace Chráněné krajinné oblasti a Biosférické rezervace Křivoklátsko. 2. Společenstva skal, strání, sutí, primitivních půd, vřesovišť, termofilních lemů a synantropní vegetace.","Academia, Praha, 364 p."
402363,"Figer F.",1954,"Ekologická studie o lužních lesích v úvalu Svratky.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402364,"Hanousek J.",1980,"Vegetace na rozhraní Drahanské vrchoviny a Dyjsko-svrateckého úvalu.","Ms. [Rigor. pr., depon. in: Kat. bot. PřF MU, Brno.]"
402365,"Hartman Z.",1958,"Xerothermní květena území jižně Ždánického lesa.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402366,"Heroldová M.",1982,"Biologie a fytocenologicko-ekologická charakteristika vybraných druhů z čeledi Orchidaceae ve Žďárských vrších.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402367,"Hanušová M.",1995,"Současný stav a možnosti záchrany halofilní květeny na Mikulovsku.","Ms. [Dipl. pr., Depon. in: PřF MU, Brno.]"
402368,"Řezáč M.",2001,"Recentní výskyt křivatce českého (Gagea bohemica) v údolí Rokytky u Říčan.","Muz. Současnost, Roztoky u Prahy, ser. natur., 15: 19-21."
402369,"Hroudová Z.et  Zákravský P.",2001,"Výskyt prustky obecné (Hippuris vulgaris) na rybníce Krčském u Městce Králové.","Muz. Současnost, Roztoky u Prahy, ser. natur., 15: 23-25."
402370,"Špryňar P. et Havlíček P.",2001,"Nová invazní rostlina Senecio inaequidens v severních a východních Čechách.","Muz. Současnost, Roztoky u Prahy, ser. natur., 15: 27-32."
402371,"Sádlo J. et Červinka Z.",2001,"Slatinná tůň se Schoenoplectus tabernaemontani a Cladium mariscus u Čečelic.","Muz. Současnost, Roztoky u Prahy, ser. natur., 15: 33-35."
402372,"Blažková D.",2001,"Dlouhodobé změny luční vegetace.","Muz. Současnost, Roztoky u Prahy, ser. natur., 15: 37-41."
402373,"Klimeš L., Jongepierová I. et Jongepier J. W.",2000,"Vliv obnovení pravidelného kosení na louky v Bílých Karpatech.","Příroda, Praha, 17: 7-14."
402374,"Hroudová Z. et Zákravský P.",2000,"Vegetační změny ve stepním společenstvu v Českém krasu za období 1965-1998.","Příroda, Praha, 17: 25-38."
402375,"Jakrlová J.",2000,"Travinné ekosystémy v CHKO Žďárské vrchy: regenerace porostů po disturbanci.","Příroda, Praha, 17: 39-48."
402376,"Kolbek J. et Vítková M.",2000,"Dlouhodobé sledování lesních společenstev v Chráněné krajinné oblasti a Biosférické rezervaci Křivoklátsko.","Příroda, Praha, 17: 49-66."
402377,"Moravec J.",2000,"Monitoring edafických podmínek vybraných přirozených lesních ekosystémů biosférické rezervace Křivoklátsko.","Příroda, Praha, 17: 67-79."
402378,"Rybníček K.",2000,"Dosavadní výsledky sledování vegetace a jejích stanovišť na vrcholových rašeliništích Jizerských hor, 1991-1998.","Příroda, Praha, 17: 101-108."
402379,"Horn P. et Bastl M.",2000,"Sukcesní změny vegetace na Multerberském rašeliništi během posledních 50 let na Šumavě.","Příroda, Praha, 17: 109-118."
402380,"Hrčka D.",2000,"Psephellus dealbatus (Asteraceae) - nový nepůvodní druh pro květenu Prahy.","Muz. Současnost, Roztoky u Prahy, ser. natur., 14: 75-78."
402381,"Rydlo J. et Vydrová A.",2000,"Vodní makrofyta Vltavy mezi Lipnem n. Vlt. a Týnem n. Vlt.","Muz. Současnost, Roztoky u Prahy, ser. natur., 14: 137-161."
402382,"Blažková D.",2004,"Vegetace obnaženého dna řeky Berounky rok po povodni roku 2002.","Muz. Současnost, Roztoky u Prahy, ser. natur., 19: 31-42."
402383,"Špryňar P., Navrátilová Z., Sádlo J. et Hadinec J.",2004,"Komule Davidova (Buddleja davidii) - zplaňující a šířící se druh květeny Prahy a okolí.","Muz. Současnost, Roztoky u Prahy, ser. natur., 19: 61-65."
402384,"Neuwirthová H.",2004,"Průzkum vegetace chráněného území Klánovický les v Praze.","Muz. Současnost, Roztoky u Prahy, ser. natur., 19: 43-58."
403000,"Ambrož J.",1931,"Přírodní památky na Jihlavsku I.","Sborn. Přírod. Klubu Jihlava, 1: 14-46."
403001,"Holub J., Hejný S., Moravec J. et Neuhäusl R.",1967,"Übersicht der höheren Vegetationseinheiten der Tschechoslowakei.","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., 77/3: 1-75."
403002,"Klika J.",1948,"Rostlinná sociologie (Fytocoenologie).","Melantrich, Praha."
403003,"Klika J. et Hadač E.",1944,"Rostlinná společenstva střední Evropy.","Příroda, Brno, 36: 281-295."
403004,"Kühn F.",1960,"Studie o květeně katastru Boršov u Moravské Třebové.","Sborn. Klubu Přírod. Brno, 32: 19-29."
403005,"Samek V.",1955,"Geobotanické poměry údolí Bojovského potoka.","Ochr. Přír., Praha, 10: 241-244."
403006,"Ambrož J.",1938,"Flora tůní a tekoucích vod v oblasti třeboňské.","Čas. Nár. Muz., Praha, sect. natur., 112: 278-293."
403007,"Kopecký K.",1966,"Ökologische Hauptunterschiede zwichen Röhrichtgesellschaften fliessender und stehender Binnengewässer Mitteleuropas.","Folia Geobot. Phytotax., Praha, 1: 193-242."
403008,"Nováček F.",1937,"Pobřežní a vodní vegetace některých rybníků u Třebíče a Studence.","Pr. Morav. Přírod. Společ., Brno, 10/9: 1-70."
403009,"Zapletálek J.",1939,"Geobotanické poznámky z dolního Podyjí.","Sborn. Klubu Přírod. Brno, 21: 61-68."
403010,"Boros A., Šmarda J., Szweykowski J. et Vajda L.",1961,"Bryogeographische Beobachtungen der XII. IPE in der Tschechoslowakei.","Veröff. Geobot. Inst. Rebel Zürich, 119-143."
403011,"Domin K.",1925,"Skalní sdružení ostřice nízké (Caricetum humilis).","Věda Přír., Praha, 6: 260-261."
403012,"Domin K.",1928,"Introductory remarks to the fifth international phytogeographic excursion (I.P. E.) through Czechoslovakia.","Acta Bot. Bohem., Praha, 6-7: 3-76."
403013,"Domin K.",1943,"Vegetační obrazy z povodí Litavky od Zdic na Příbramsko.","Rozpr. Čes. Akad. Věd Um., Praha, tř. II., ser. math.-natur., 53/22: 1-42."
403015,"Dostál J., Šmarda J., Futák J., et Zlatník A.",1961,"Chronik der 12. IPE - zugleich pflanzengeographisch-soziologischer Überblick über die Tschechoslowakei.","Veröff. Geobot. Inst. Rebel Zürich, 36: 11-51."
403016,"Grohmann E.",1936,"Die Innerböhmische Felsen- und Rasensteppe.","Natur u. Heimat, Aussig [Ústí nad Labem], 7: 43-52."
403017,"Hadač E.et Šmarda J.",1944,"Příspěvek k výzkumu společenstev našich reservací.","Krása Našeho Domova, Praha, 36: 120-122."
403018,"Jakucs P.",1961,"Die Flaumeichen-Buschwälder in der Tschechoslowakei.","Veröff. Geobot. Inst. Rebel Zürich, 36: 91-118."
403019,"Klika J.",1928,"Contribution a l´etude geobotanique de Velká Hora pres de Karlštejn.","Preslia, Praha, 6: 31-34."
403020,"Klika J.",1930,"Geobotanické poměry stepního okresu lounského.","Čas. Nár. Mus., Praha, sect. natur., 104: 45-48."
403021,"Klika J.",1932,"Lesy v xerothermní oblasti Čech. Příspěvek k typologii lesů ČSR. (Studie sociologická).","Sborn. Čs. Akad. Zeměd., Praha, 8/4: 376-380."
403022,"Klika J.",1933,"Teplomilná společenstva ,,stepní' ve středních Čechách.","Čas. Nár. Mus., Praha, sect. natur., 107: 78-82."
403023,"Klika J.",1939,"Die Gesellschaften des Festucion vallesiacae-Verbandes in Mitteleuropa.","Stud. Bot. Čech., Prague, 2/3: 117-157."
403024,"Kobrle A.",1957,"Ochrana hadcové oblasti u Dolních Kralovic.","Ochr. Přír., Praha, 12: 264-267."
403025,"Medwecka-Kornaś A.",1958,"Roślinność kserotermiczna w Czechoslowacji.","Wiadomości Bot., Kraków, 2: 47-71."
403026,"Otruba J.",1945,"Synoekologické studie o lukách Horního úvalu moravského I.","Pr. Morav. Přírod. Společ., Brno, 17/6: 1-24."
403027,"Otruba J.",1947,"Synoekologické studie o lukách Horního úvalu moravského II.","Pr. Morav. Přírod. Společ., Brno, 18/5: 1-34."
403028,"Pivničková M.",1970,"Ökologische Auswirkungen von Spiliten auf Vegetation im Gebiet der unteren Moldau.","Preslia, Praha, 42: 153-169."
403029,"Podpěra J.",1928,"Die Vegetationsverhältnisse der Pollauer Berge.","Acta Bot. Bohem., Praha, 6-7: 77-131."
403030,"Protiva M.",1945,"Rostlinná společenstva v okolí Žerotína na Slánsku a tamní lokalita kýchavice černé.","Věda Přír., Praha, 23: 207-212."
403032,"Suza J.",1928,"Guide géobotanique pour le terrain serpentineux pr?s de Mohelno dans la Moravie du sud-ouest (Tchécoslovaquie).","Bull. Intern. Acad. Tchéque Sci., 29: 313-346."
403033,"Suza J.",1948,"Dolnokralovické serpentiny s hlediska botanického.","Ochr. Přír., Praha, 2: 1-4."
403034,"Šimr J.",1940,"Příspěvek k ekologii xerothermních porostů v severozápadních Čechách.","Preslia, Praha, 18-19: 137-151."
403035,"Šimr J.",1947,"Doubrava šipáku pod Koštálovem.","Krása Našeho Domova, Praha, 38: 58-60."
403036,"Šmarda J. et Vězda A.",1948,"K poznání a ochraně krajinného rázu údolí západomoravských řek.","Ochr. Přír., Praha, 3: 101-104."
403037,"Vaněček J.",1952,"Rostlinná společenstva lesů na Horažďovicku. II. část.","Ochr. Přír., Praha, 7: 88-92."
403038,"Vicherek J.",1960,"Poznámky k vegetaci a květeně aluviální nivy dolního Podyjí.","Sborn. Klubu Přírod. Brno, 32: 55-67."
403040,"Dechant E.",1930,"Pflanzen- und Tiergesellschaften im Überschwemmungsgebiet der Maltsch südlich von B. Budweis.","Ročen. Vlastiv. Společ. Jihočes. České Budějovice, 1930 (1929): 110-120."
403041,"Dohnal Z. et al.",1965,"Československé rašeliniště a slatiniště.","Nakladatelství Československé akademie věd, Praha."
403042,"Dovolilová-Novotná Z.",1961,"Beitrag zur systematischen Stellung der Auengesellschaften.","Preslia, Praha, 33: 225-242."
403043,"Lhotská M. et Kopecký K.",1966,"Zur Verbreitungsbiologie und Phytozönologie von Impatiens glandulifera Royle an den Flusssystemen der Svitava, Svratka und oberen Odra.","Preslia, Praha, 38: 376-385."
403044,"Mikyška R.",1960,"Fytocenologický přehled lesů v úseku Východočeské nížiny mezi Labem, Úpou a Loučnou.","Pr. Muz. Hradec Králové a Pardubice, ser. A, 1/II: 25-32."
403045,"Mikyška R. et al.",1968,"Geobotanická mapa ČSSR. 1. České země.","Vegetace ČSSR, Praha, ser. A, 2: 1-204."
403046,"Neuhäuslová Z.",1965,"Polabské luhy a jejich ochrana.","Čs. Ochr. Prír., Bratislava, 2: 77-85."
403047,"Puchmajerová M.",1945,"Rašeliniště moravsko-slezských Bezkyd.","Rozpr. Čes. Akad. Věd Um., Praha, tř. II., ser. math.-natur., 54/18: 1-29."
403048,"Pulchart M.",1948,"Vegetační poměry v okolí Červenky u Litovle.","Příroda, Brno, 39: 174-187."
403049,"Zlatník A.",1948,"Vegetační poměry moravských lužních lesů.","Čs. Les. [CZ/SK], 28: 233-234."
403050,"Ambrož J.",1948,"Jihočeské lesy s hlediska ochrany přirozených lesních porostů.","Ochr. Přír., Praha, 3: 65-66 et 73-83."
403051,"Ambrož J.",1949,"Krabonošské rašeliniště na Vitorazsku.","Krása Našeho Domova, Praha, 40: 93-95."
403052,"Březina P.",1960,"Stanovištně typologický přehled lesních společenstev Povltaví.","Sborn. Čs. Akad. Zeměd. Věd, Praha, Lesn., 6 ( 33): 313-332."
403053,"Durdík M.",1955,"Vegetační poměry Šumavy a Pošumaví v okolí Kašperských hor.","Čas. Nár. Muz., Praha, sect. natur., 124: 9-22."
403056,"Kneblová V.",1956,"Fytocenologický výzkum Ostravska.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 17: 520-531."
403057,"Málek J.",1959,"Přehled vývoje dřevinné skladby a lesních typů na Telečsku.","Vlastiv. Sborn. Vysočiny, Jihlava, sect. natur., 3: 63-69."
403058,"Mezera A.",1965,"Vegetační a typologické poměry zátopové plochy orlického přehradního jezera a jeho okolí.","Sborn. Věd. Lesn. Úst. Vys. Šk. Zeměd. Praha, 8: 3-96."
403059,"Mezera A.",1967,"Vegetační poměry Černokostelecka.","In: Kolektiv, Vědecký lesnický ústav a školní lesní závod v Kostelci nad Černými lesy, ed. ?, p. 78-90."
403061,"Mikyška R.",1967,"Vegetační rekonstrukce lesů v Zálabí Východočeské nížiny. 1. Stanovištní skupiny a klíč k určení lesních společenstev oblasti.","Preslia, Praha, 39: 312-318."
403062,"Neuhäusl R.",1959,"Vegetační poměry rybníků Nový Kanclíř a Nové Jezero v Třeboňské pánvi.","Sborn. Kraj. Vlastiv. Mus. České Budějovice - Přír. Vědy, 2: 103-131."
403063,"Samek V.",1957,"Lesní společenstva Krušných hor.","Zpr. Výzk. Úst. Lesn. Hosp. [CZ], sv. 3/1: 11-15."
403064,"Šmarda J.",1949,"Příspěvek ke klasifikaci lučních a rašelinných společenstev v ČSR.","Čas. Morav. Mus. Brno, 34: 66-77."
403065,"Balátová-Tuláčková E.",1963,"Zur Systematik der europäischen Phragmitetea.","Preslia, Praha, 35: 118-122."
403066,"Balátová-Tuláčková E.",1969,"Beitrag zur Kenntnis der tschechoslowakischen Cnidion venosi-Wiesen.","Vegetatio, Haag, 17: 200-207."
403067,"Ferda J.",1957,"Rašeliniště na Veselských blatech.","Věd. Pr. Výzk. Úst. Zeměd.-Lesn. Meliorací ČSAZV, Praha, 1: 241-268."
403068,"Gazda J.",1970,"Stručný přehled lučních společenstev v jižním Předšumaví.","Sborn. Provoz.-Ekon. Fak. České Budějovice, no. 460 (zvl. č. k 10. výr. fak): 41-46."
403069,"Grynia M. et Cholava R.",1968,"Geobotanical characteristics of permanent meadows and pastures in the bohemian-moravian upland, district Žďár nad Sázavou.","Sborn. Vys. Šk. Zeměd. Brno, ser. A, 16: 609-619."
403070,"Jílek B.",1936,"K ekologii některých rybničních společenstev.","Věda Přír., Praha, 17: 118-122."
403071,"Kopecký K.",1961,"Rostlinná společenstva slatinných luk v severovýchodních Čechách a jejich význam pro ochranu přírody.","Pr. Muz. Hradec Králové a Pardubice, ser. A, 3: 59-74."
403072,"Kopecký K. et Hejný S.",1965,"Zur Stellung der Flussröhrichte des Phalaridion arundinaceae-Verbandes im mitteleuropäischen phytocoenologischen System.","Preslia, Praha, 37: 320-323."
403073,"Kropáčová A.",1960,"Studie o vegetaci luk u Jestřebí. II.","Věd. Pr. Výzk. Úst. Melior. ČSAZV, Praha, 1960: 9-35."
403074,"Kropáčová A. et Holubičková B.",1959,"Studie o vegetaci luk u Jestřebí.","Věd. Pr. Výzk. Úst. Melior. ČSAZV, Praha, 1959: 167-186."
403075,"Neuhäusl R.",1956,"Fytocenologický rozbor asociace Acorus calamus - Carex rostrata v jižní části rybníka Nový Kanclíř (Třeboňská pánev).","Acta Univ. Carol. - Biol., Praha, 3: 1-87."
403076,"Nováček F.",1936,"Zblochan vodní. - Glyceria maxima Hohnberg v pobřežních společenstvech rybníků okolí třebíčského.","Příroda, Brno, 29: 50-53."
403077,"Opravil E.",1960,"Rašelinná tůň u Bruntálu.","Přírod. Čas. Slez., Praha, 21: 120-121."
403078,"Reitmayerová L. et Reitmayer J.",1947,"Příspěvek ke květeně Kojetínska.","Příroda, Brno, 39: 120-125."
403079,"Skalický V.",1966,"Ochranářské mapování v jižní části Čech.","KSSPPOP Jihočeského Kraje, 20 p."
403080,"Slavoňovský F.",1951,"Vegetační poměry rybníků paskovských a svinovských.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 12: 33-48."
403081,"Slavoňovský F.",1953,"Vegetační poměry rybníků v Loukách n. Olzou.","Přírod. Sborn. Ostrav. Kraje, Ostrava, 14: 88-113."
403082,"Válek B.",1962,"Die Böden einiger Gesellschaften von Moorpflanzen in Böhmen.","Rozpr. Čs. Akad. Věd, Praha, ser. math.-natur., 72/2: 1-113."
403083,"Vicherek J.",1959,"Poznámky ke květeně Slezska I.","Přírod. Čas. Slez., Praha, 20: 227-230."
403084,"Vicherek J.",1961,"Systematický přehled rostlinných společenstev halofytní vegetace ČSSR.","Sborn. Klubu Přírod. Brno, 33: 45-59."
403085,"Kučera J., Hradílek Z., Buryová B. et Hájek P.",2003,"Hypnum sauteri and Lescuraea patens, two additions to the moss flora of the Czech Republic.","Preslia, Praha, 75: 255-262."
403086,"Sigmond H. et Firbas F.",1928,"Vegetationsstudien auf dem Donnersberge im Böhmischen Mittelgebirge.","Lotos, Prag, 76: 113-172."
403087,"Kršková Z. et Slavík B.",1958,"Předběžná studie o vegetačních poměrech zátopové oblasti 'Orlík'.","Ochr. Přír., Praha, 13: 207-213."
403088,"Mezera A.",1949,"Dobříšské lesy s hlediska fytocenologického (předběžné sdělení).","Čs. Les. [CZ/SK], 29: 174-178."
403091,"Neuhäusl R. et Vicherek J.",1960,"Příspěvek ke květeně a vegetaci severovýchodního obvodu Nízkého Jeseníku.","Přírod. Čas. Slez., Praha, 21: 499-510."
